[1448, 2048]
[section-title, [547.0, 391.0, 943.0, 30.0], LtfFzJqGw-, 6473788]
[section-title, [547.0, 421.0, 943.0, 30.0], LtfFzJqGw-, 6473788]
[section-title, [547.0, 451.0, 943.0, 30.0], LtfFzJqGw-, 6473788]
[unordered-list, [138.0, 532.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 550.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 568.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 586.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 604.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 622.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 640.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 658.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 676.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 694.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 712.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 730.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 748.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 766.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 784.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 802.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 820.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 838.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 856.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 874.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 892.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 910.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 928.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 946.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 964.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 982.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 1000.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 1018.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[unordered-list, [138.0, 1036.0, 1771.0, 18.0], Kk-3hksvnZ, 6473788]
[folio, [506.0, 1297.0, 787.0, 18.0], Anh5norSma, 6473788]
[folio, [506.0, 1315.0, 787.0, 18.0], Anh5norSma, 6473788]
[folio, [1385.0, 1305.0, 176.0, 18.0], eT-_yRwPor, 6473788]
[folio, [1385.0, 1323.0, 176.0, 18.0], eT-_yRwPor, 6473788]
