[1565, 1152]
[paragraph, [588.0, 100.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [588.0, 136.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [588.0, 172.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [588.0, 208.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [588.0, 244.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [588.0, 280.0, 479.0, 36.0], shoonya_1sC5BHBVE1WZ7F, 5722372]
[paragraph, [96.0, 101.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 137.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 173.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 209.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 245.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 281.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 317.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [96.0, 353.0, 473.0, 36.0], shoonya_0s0XPV5Z7IRBUG, 5722372]
[paragraph, [590.0, 338.0, 479.0, 36.0], shoonya_8sHQYHAVPUJ5M9, 5722372]
[paragraph, [590.0, 374.0, 479.0, 36.0], shoonya_8sHQYHAVPUJ5M9, 5722372]
[ordered-list, [585.0, 423.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 459.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 495.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 531.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 567.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 603.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 639.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 675.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 711.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 747.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 783.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 819.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 855.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 891.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 927.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 963.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 999.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 1035.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 1071.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[ordered-list, [585.0, 1107.0, 487.0, 36.0], shoonya_13sIZDOHZC7NFR, 5722372]
[paragraph, [93.0, 428.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 464.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 500.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 536.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 572.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 608.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 644.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 680.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 716.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 752.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 788.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 824.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 860.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 896.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 932.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 968.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 1004.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 1040.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[paragraph, [93.0, 1076.0, 480.0, 36.0], shoonya_2s5SB4NKLA655N, 5722372]
[folio, [115.0, 1147.0, 281.0, 36.0], shoonya_12s51GHCQDQ79W, 5722372]
[folio, [115.0, 1183.0, 281.0, 36.0], shoonya_12s51GHCQDQ79W, 5722372]
[paragraph, [591.0, 1188.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1224.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1260.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1296.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1332.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1368.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [591.0, 1404.0, 475.0, 36.0], shoonya_7sU1DYJSTYKOV3, 5722372]
[paragraph, [95.0, 1233.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
[paragraph, [95.0, 1269.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
[paragraph, [95.0, 1305.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
[paragraph, [95.0, 1341.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
[paragraph, [95.0, 1377.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
[paragraph, [95.0, 1413.0, 476.0, 36.0], shoonya_3sK6L9GEGQKA1L, 5722372]
