[1755, 1241]
[sub-section-title, [87.0, 205.0, 1074.0, 36.0], CKFeuJyOGA, 5780723]
[paragraph, [90.0, 292.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 328.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 364.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 400.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 436.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 472.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 508.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 544.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 580.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 616.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 652.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [90.0, 688.0, 1053.0, 36.0], TL-TycfB4Y, 5780723]
[paragraph, [96.0, 748.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 784.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 820.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 856.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 892.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 928.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [96.0, 964.0, 1045.0, 36.0], QLzI6XYC09, 5780723]
[paragraph, [98.0, 1032.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1068.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1104.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1140.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1176.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1212.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1248.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [98.0, 1284.0, 1042.0, 36.0], pt-si5RMWS, 5780723]
[paragraph, [95.0, 1348.0, 1048.0, 36.0], RXykCC-U55, 5780723]
[paragraph, [95.0, 1384.0, 1048.0, 36.0], RXykCC-U55, 5780723]
[paragraph, [95.0, 1420.0, 1048.0, 36.0], RXykCC-U55, 5780723]
[paragraph, [95.0, 1456.0, 1048.0, 36.0], RXykCC-U55, 5780723]
[paragraph, [95.0, 1492.0, 1048.0, 36.0], RXykCC-U55, 5780723]
[author, [890.0, 1526.0, 254.0, 36.0], PKnuP2hRwL, 5780723]
