[1447, 1063]
[folio, [403.0, 48.0, 227.0, 18.0], 6LRZLLIQip, 5762557]
[folio, [403.0, 66.0, 227.0, 18.0], 6LRZLLIQip, 5762557]
[headline, [186.0, 97.0, 683.0, 25.5], shoonya_0sX10GO6OZ7GFO, 5762557]
[headline, [186.0, 122.5, 683.0, 25.5], shoonya_0sX10GO6OZ7GFO, 5762557]
[headline, [186.0, 148.0, 683.0, 25.5], shoonya_0sX10GO6OZ7GFO, 5762557]
[headline, [186.0, 173.5, 683.0, 25.5], shoonya_0sX10GO6OZ7GFO, 5762557]
[headline, [186.0, 199.0, 683.0, 25.5], shoonya_0sX10GO6OZ7GFO, 5762557]
[paragraph, [87.0, 265.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 283.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 301.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 319.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 337.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 355.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 373.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 391.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 409.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 427.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [87.0, 445.0, 442.0, 18.0], rkbvOIyK38, 5762557]
[paragraph, [529.0, 266.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 284.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 302.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 320.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 338.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 356.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 374.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 392.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 410.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 428.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 446.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 464.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 482.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 500.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 518.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 536.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 554.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 572.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 590.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 608.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 626.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 644.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 662.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 680.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [529.0, 698.0, 439.0, 18.0], NHxlWF40hB, 5762557]
[paragraph, [85.0, 478.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 496.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 514.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 532.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 550.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 568.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 586.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 604.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 622.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 640.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 658.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [85.0, 676.0, 442.0, 18.0], 2IqE_uN_QP, 5762557]
[paragraph, [86.0, 711.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 729.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 747.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 765.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 783.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 801.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 819.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 837.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 855.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 873.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
