[3508, 2481]
[contact-info, [519.0, 96.0, 1433.0, 52.5], M1BMIU8yEO, 6490882]
[contact-info, [519.0, 148.5, 1433.0, 52.5], M1BMIU8yEO, 6490882]
[contact-info, [612.0, 450.0, 1312.0, 52.5], 4czeizwtxG, 6490882]
[contact-info, [612.0, 502.5, 1312.0, 52.5], 4czeizwtxG, 6490882]
[contact-info, [612.0, 555.0, 1312.0, 52.5], 4czeizwtxG, 6490882]
[section-title, [693.0, 749.0, 1052.0, 93.0], i6FB0aAO_R, 6490882]
[paragraph, [637.0, 985.0, 1212.0, 52.5], kKGCjryZrR, 6490882]
[dateline, [1069.0, 1215.0, 354.0, 52.5], fPgFuoco14, 6490882]
[paragraph, [208.0, 1470.0, 469.0, 52.5], s9AgCILvsd, 6490882]
[paragraph, [183.0, 1598.0, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[paragraph, [183.0, 1650.5, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[paragraph, [183.0, 1703.0, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[paragraph, [183.0, 1755.5, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[paragraph, [183.0, 1808.0, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[paragraph, [183.0, 1860.5, 2107.0, 52.5], JzYYoUzmM9, 6490882]
[unordered-list, [276.0, 2002.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2054.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2107.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2159.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2212.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2264.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2317.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2369.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2422.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2474.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2527.0, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[unordered-list, [276.0, 2579.5, 1995.0, 52.5], OTSrtFB7fB, 6490882]
[placeholder-text, [1775.0, 2951.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 2969.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 2987.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3005.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3023.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3041.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3059.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3077.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3095.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3113.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3131.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3149.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3167.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3185.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3203.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[placeholder-text, [1775.0, 3221.0, 525.0, 18.0], HE3ngUfs1I, 6490882]
[contact-info, [202.0, 3290.0, 537.0, 52.5], EsCxdrXME3, 6490882]
