[2177, 1466]
[folio, [139.0, 130.0, 218.0, 36.0], NizxzH8g3N, 5655123]
[paragraph, [137.0, 247.0, 1185.0, 36.0], shoonya_3s94EX83MK3QQ8, 5655123]
[paragraph, [137.0, 283.0, 1185.0, 36.0], shoonya_3s94EX83MK3QQ8, 5655123]
[paragraph, [137.0, 319.0, 1185.0, 36.0], shoonya_3s94EX83MK3QQ8, 5655123]
[paragraph, [137.0, 355.0, 1185.0, 36.0], shoonya_3s94EX83MK3QQ8, 5655123]
[paragraph, [147.0, 420.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 456.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 492.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 528.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 564.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 600.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 636.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 672.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 708.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 744.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 780.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 816.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [147.0, 852.0, 1190.0, 36.0], shoonya_2sPYRJEDPVEGJT, 5655123]
[paragraph, [144.0, 915.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 951.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 987.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1023.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1059.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1095.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1131.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1167.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1203.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1239.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1275.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1311.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1347.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1383.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1419.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1455.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [144.0, 1491.0, 1187.0, 36.0], shoonya_0sUBWOFQBOSESG, 5655123]
[paragraph, [138.0, 1550.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1586.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1622.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1658.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1694.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1730.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1766.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1802.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1838.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[paragraph, [138.0, 1874.0, 1196.0, 36.0], shoonya_1sVBRTBPNNOAWT, 5655123]
[reference, [153.0, 1985.0, 819.0, 36.0], shoonya_4sPAPS5PGOOU55, 5655123]
