[1951, 1219]
[folio, [778.0, 124.0, 195.0, 36.0], uf1RkIwwdv, 5683312]
[paragraph, [114.0, 203.0, 976.0, 36.0], shoonya_0sNZ5U38G0BP20, 5683312]
[paragraph, [114.0, 239.0, 976.0, 36.0], shoonya_0sNZ5U38G0BP20, 5683312]
[paragraph, [114.0, 275.0, 976.0, 36.0], shoonya_0sNZ5U38G0BP20, 5683312]
[paragraph, [112.0, 329.0, 977.0, 36.0], E4_J-2slzF, 5683312]
[paragraph, [112.0, 365.0, 977.0, 36.0], E4_J-2slzF, 5683312]
[paragraph, [112.0, 401.0, 977.0, 36.0], E4_J-2slzF, 5683312]
[paragraph, [112.0, 437.0, 977.0, 36.0], E4_J-2slzF, 5683312]
[paragraph, [115.0, 500.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 536.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 572.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 608.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 644.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 680.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 716.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 752.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 788.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 824.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [115.0, 860.0, 978.0, 36.0], sYWPzV-6ee, 5683312]
[paragraph, [111.0, 912.0, 981.0, 36.0], FTB3Aa8wCY, 5683312]
[paragraph, [111.0, 948.0, 981.0, 36.0], FTB3Aa8wCY, 5683312]
[paragraph, [111.0, 984.0, 981.0, 36.0], FTB3Aa8wCY, 5683312]
[paragraph, [109.0, 1025.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [109.0, 1061.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [109.0, 1097.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [109.0, 1133.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [109.0, 1169.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [109.0, 1205.0, 981.0, 36.0], rbv1Pv3KUI, 5683312]
[paragraph, [108.0, 1261.0, 983.0, 36.0], 2iAplGidUz, 5683312]
[paragraph, [108.0, 1297.0, 983.0, 36.0], 2iAplGidUz, 5683312]
[paragraph, [108.0, 1333.0, 983.0, 36.0], 2iAplGidUz, 5683312]
[paragraph, [108.0, 1369.0, 983.0, 36.0], 2iAplGidUz, 5683312]
[paragraph, [105.0, 1430.0, 989.0, 36.0], ABIpJYCsk6, 5683312]
[paragraph, [105.0, 1466.0, 989.0, 36.0], ABIpJYCsk6, 5683312]
[paragraph, [105.0, 1502.0, 989.0, 36.0], ABIpJYCsk6, 5683312]
[paragraph, [105.0, 1538.0, 989.0, 36.0], ABIpJYCsk6, 5683312]
[paragraph, [103.0, 1606.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
[paragraph, [103.0, 1642.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
[paragraph, [103.0, 1678.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
[paragraph, [103.0, 1714.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
[paragraph, [103.0, 1750.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
[paragraph, [103.0, 1786.0, 1002.0, 36.0], DBCwyN47V4, 5683312]
