[1275, 1650]
[unordered-list, [39.0, 94.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[unordered-list, [39.0, 112.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[unordered-list, [39.0, 130.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[unordered-list, [39.0, 148.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[unordered-list, [39.0, 166.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[unordered-list, [39.0, 184.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[section-title, [589.0, 105.0, 226.0, 30.0], FtHUM4fz_b, 6473914]
[unordered-list, [589.0, 142.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 160.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 178.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 196.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 214.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 232.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 250.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 268.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 286.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 304.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 322.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 340.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 358.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 376.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 394.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 412.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 430.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[unordered-list, [589.0, 448.0, 473.0, 18.0], JzcUT73ABf, 6473914]
[section-title, [37.0, 214.0, 278.0, 30.0], LWZhbsZhUR, 6473914]
[folio, [1216.0, 217.0, 293.0, 18.0], d-mOiyKyUR, 6473914]
[folio, [1216.0, 235.0, 293.0, 18.0], d-mOiyKyUR, 6473914]
[paragraph, [37.0, 251.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 269.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 287.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 305.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 323.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 341.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 359.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 377.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 395.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 413.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 431.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[paragraph, [37.0, 449.0, 479.0, 18.0], MfUrm8nlpK, 6473914]
[headline, [1141.0, 278.0, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 303.5, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 329.0, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 354.5, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 380.0, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 405.5, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 431.0, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 456.5, 465.0, 25.5], gY3_SBpb2J, 6473914]
[headline, [1141.0, 482.0, 465.0, 25.5], gY3_SBpb2J, 6473914]
[unordered-list, [37.0, 471.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 489.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 507.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 525.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 543.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 561.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 579.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 597.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 615.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 633.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 651.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 669.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 687.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 705.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 723.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 741.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 759.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 777.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 795.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 813.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 831.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 849.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 867.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 885.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 903.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 921.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 939.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 957.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 975.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[unordered-list, [37.0, 993.0, 484.0, 18.0], ZnDyAtfsRO, 6473914]
[paragraph, [583.0, 510.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 528.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 546.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 564.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 582.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 600.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 618.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 636.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 654.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 672.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 690.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[paragraph, [583.0, 708.0, 481.0, 18.0], shoonya_0sV4D61CIJIRQX, 6473914]
[contact-info, [582.0, 768.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 786.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 804.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 822.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 840.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 858.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 876.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 894.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 912.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 930.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 948.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 966.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 984.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1002.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1020.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1038.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1056.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1074.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1092.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1110.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1128.0, 479.0, 18.0], cStjwRsm2n, 6473914]
