[3509, 2480]
[paragraph, [370.0, 394.0, 1753.0, 52.5], shoonya_1s78533UXOIW4P, 5723719]
[paragraph, [370.0, 446.5, 1753.0, 52.5], shoonya_1s78533UXOIW4P, 5723719]
[paragraph, [370.0, 499.0, 1753.0, 52.5], shoonya_1s78533UXOIW4P, 5723719]
[paragraph, [364.0, 639.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 691.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 744.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 796.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 849.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 901.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 954.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1006.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1059.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1111.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1164.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1216.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1269.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1321.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1374.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1426.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1479.0, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [364.0, 1531.5, 1764.0, 52.5], shoonya_4sH175O8I9ADRX, 5723719]
[paragraph, [360.0, 1650.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1702.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1755.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1807.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1860.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1912.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 1965.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2017.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2070.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2122.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2175.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2227.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2280.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2332.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2385.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2437.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2490.0, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [360.0, 2542.5, 1773.0, 52.5], shoonya_2sYGT7GYMYGGV2, 5723719]
[paragraph, [362.0, 2678.0, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2730.5, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2783.0, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2835.5, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2888.0, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2940.5, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 2993.0, 1754.0, 52.5], M03K7NtYs2, 5723719]
[paragraph, [362.0, 3045.5, 1754.0, 52.5], M03K7NtYs2, 5723719]
