[843, 613]
[section-title, [108.0, 41.0, 406.0, 30.0], TLGo_FSgmG, 5707249]
[section-title, [108.0, 71.0, 406.0, 30.0], TLGo_FSgmG, 5707249]
[section-title, [108.0, 101.0, 406.0, 30.0], TLGo_FSgmG, 5707249]
[paragraph, [77.0, 200.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 218.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 236.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 254.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 272.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 290.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 308.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 326.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 344.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 362.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 380.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 398.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 416.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[paragraph, [77.0, 434.0, 464.0, 18.0], shoonya_0s6IIIREAIW3DT, 5707249]
[author, [388.0, 516.0, 83.0, 18.0], uTM7cjE9Up, 5707249]
[folio, [348.0, 537.0, 174.0, 18.0], FH6GbJoabA, 5707249]
[folio, [348.0, 555.0, 174.0, 18.0], FH6GbJoabA, 5707249]
[folio, [348.0, 573.0, 174.0, 18.0], FH6GbJoabA, 5707249]
[folio, [348.0, 591.0, 174.0, 18.0], FH6GbJoabA, 5707249]
[folio, [348.0, 609.0, 174.0, 18.0], FH6GbJoabA, 5707249]
[contact-info, [85.0, 563.0, 123.0, 18.0], Wr2XF7kifs, 5707249]
