[1650, 934]
[folio, [293.0, 98.0, 312.0, 36.0], ge0GWk9IW-, 5766824]
[paragraph, [58.0, 157.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 193.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 229.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 265.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 301.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 337.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 373.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 409.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 445.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 481.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 517.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 553.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 589.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 625.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 661.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 697.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 733.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 769.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 805.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 841.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 877.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 913.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 949.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 985.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1021.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1057.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1093.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1129.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1165.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1201.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1237.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1273.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1309.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1345.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1381.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
[paragraph, [58.0, 1417.0, 809.0, 36.0], shoonya_0sUBN02IBFV8NR, 5766824]
