[792, 612]
[paragraph, [76.0, 2.0, 145.0, 18.0], shoonya_7sSDF75ZHRWJ6F, 6516479]
[paragraph, [76.0, 20.0, 145.0, 18.0], shoonya_7sSDF75ZHRWJ6F, 6516479]
[paragraph, [76.0, 38.0, 145.0, 18.0], shoonya_7sSDF75ZHRWJ6F, 6516479]
[paragraph, [76.0, 56.0, 145.0, 18.0], shoonya_7sSDF75ZHRWJ6F, 6516479]
[paragraph, [232.0, 3.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 21.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 39.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 57.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 75.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 93.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 111.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 129.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 147.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 165.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 183.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 201.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 219.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 237.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 255.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 273.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 291.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 309.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 327.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 345.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 363.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 381.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [232.0, 399.0, 147.0, 18.0], shoonya_0sA8KX1INITBVO, 6516479]
[paragraph, [387.0, 3.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [387.0, 21.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [387.0, 39.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [387.0, 57.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [387.0, 75.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [387.0, 93.0, 150.0, 18.0], shoonya_6sLS171J1X25FW, 6516479]
[paragraph, [77.0, 76.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 94.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 112.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 130.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 148.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 166.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 184.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 202.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 220.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [77.0, 238.0, 147.0, 18.0], shoonya_2sM8EWYH49E1BX, 6516479]
[paragraph, [388.0, 118.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 136.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 154.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 172.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 190.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 208.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 226.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 244.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [388.0, 262.0, 151.0, 18.0], shoonya_3sM5LYN8I2XA5Q, 6516479]
[paragraph, [77.0, 276.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 294.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 312.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 330.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 348.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 366.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 384.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 402.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 420.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 438.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 456.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 474.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 492.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 510.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 528.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [77.0, 546.0, 146.0, 18.0], shoonya_4s4V1IJ7ORZN9Q, 6516479]
[paragraph, [387.0, 290.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 308.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 326.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 344.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 362.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 380.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 398.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 416.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 434.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 452.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 470.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 488.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 506.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 524.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 542.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 560.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 578.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 596.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [387.0, 614.0, 150.0, 18.0], shoonya_1sQM6SV0JR9V6J, 6516479]
[paragraph, [233.0, 419.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 437.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 455.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 473.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 491.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 509.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
[paragraph, [233.0, 527.0, 147.0, 18.0], shoonya_5sPVVUJ471FFT8, 6516479]
