[922, 2529]
[section-title, [97.0, 66.0, 670.0, 30.0], Y0qwJHK02F, 5726434]
[subsub-section-title, [1732.0, 78.0, 360.0, 15.0], WydBxmG1QT, 5726434]
[subsub-section-title, [1732.0, 93.0, 360.0, 15.0], WydBxmG1QT, 5726434]
[paragraph, [69.0, 119.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 137.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 155.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 173.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 191.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 209.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 227.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 245.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[paragraph, [69.0, 263.0, 739.0, 18.0], 8-Fys3_HVT, 5726434]
[unordered-list, [1719.0, 120.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 138.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 156.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 174.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 192.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 210.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 228.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 246.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[unordered-list, [1719.0, 264.0, 744.0, 18.0], shoonya_9sCQ504HYNL9XF, 5726434]
[sub-section-title, [496.0, 300.0, 297.0, 25.5], shoonya_10sLCPJHI35QHA, 5726434]
[sub-section-title, [496.0, 325.5, 297.0, 25.5], shoonya_10sLCPJHI35QHA, 5726434]
[subsub-section-title, [495.0, 363.0, 284.0, 15.0], shoonya_11sEKUE5TD8F5E, 5726434]
[subsub-section-title, [495.0, 378.0, 284.0, 15.0], shoonya_11sEKUE5TD8F5E, 5726434]
[subsub-section-title, [1321.0, 385.0, 240.0, 15.0], DO9LlzAQbr, 5726434]
[subsub-section-title, [1321.0, 400.0, 240.0, 15.0], DO9LlzAQbr, 5726434]
