[3509, 2482]
[section-title, [186.0, 415.0, 400.0, 93.0], 3cjw-_Sqi6, 5691570]
[sub-section-title, [971.0, 536.0, 266.0, 73.5], MGXHKK8kRB, 5691570]
[paragraph, [212.0, 706.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 758.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 811.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 863.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 916.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 968.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1021.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1073.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1126.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1178.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1231.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1283.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1336.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1388.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1441.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1493.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1546.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1598.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1651.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1703.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1756.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1808.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1861.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1913.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 1966.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 2018.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 2071.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 2123.5, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[paragraph, [212.0, 2176.0, 1772.0, 52.5], shoonya_0sGDTLFI3XTWKD, 5691570]
[section-title, [999.0, 2367.0, 214.0, 93.0], 9CchKjhTrH, 5691570]
[paragraph, [209.0, 2523.0, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2575.5, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2628.0, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2680.5, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2733.0, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2785.5, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2838.0, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2890.5, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2943.0, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [209.0, 2995.5, 1786.0, 52.5], shoonya_2sFQ06J1RQP8ZJ, 5691570]
[paragraph, [201.0, 3086.0, 1763.0, 52.5], shoonya_1sBB0UOQ3YIAL9, 5691570]
[paragraph, [201.0, 3138.5, 1763.0, 52.5], shoonya_1sBB0UOQ3YIAL9, 5691570]
[paragraph, [201.0, 3191.0, 1763.0, 52.5], shoonya_1sBB0UOQ3YIAL9, 5691570]
[paragraph, [257.0, 3243.0, 846.0, 52.5], wEPiQe_C5y, 5691570]
