[2068, 1551]
[folio, [116.0, 50.0, 180.0, 36.0], vbax2LtUHK, 5713015]
[paragraph, [786.0, 113.0, 737.0, 36.0], shoonya_6s7GP4ND54NKP2, 5713015]
[paragraph, [786.0, 149.0, 737.0, 36.0], shoonya_6s7GP4ND54NKP2, 5713015]
[paragraph, [786.0, 185.0, 737.0, 36.0], shoonya_6s7GP4ND54NKP2, 5713015]
[paragraph, [786.0, 221.0, 737.0, 36.0], shoonya_6s7GP4ND54NKP2, 5713015]
[paragraph, [786.0, 257.0, 737.0, 36.0], shoonya_6s7GP4ND54NKP2, 5713015]
[jumpline, [71.0, 125.0, 201.0, 36.0], i9qs9RasgC, 5713015]
[paragraph, [500.0, 175.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 211.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 247.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 283.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 319.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 355.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [500.0, 391.0, 289.0, 36.0], shoonya_0sYNFTPG6VPUFJ, 5713015]
[paragraph, [790.0, 288.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 324.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 360.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 396.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 432.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 468.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 504.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 540.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 576.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 612.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 648.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [790.0, 684.0, 737.0, 36.0], shoonya_7sO9P0N9DXTDU6, 5713015]
[paragraph, [59.0, 440.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 476.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 512.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 548.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 584.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 620.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [59.0, 656.0, 729.0, 36.0], shoonya_1s7XVJ5PODNE0H, 5713015]
[paragraph, [56.0, 708.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 744.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 780.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 816.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 852.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 888.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 924.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 960.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [56.0, 996.0, 733.0, 36.0], shoonya_2sCQ4O5O4WDN29, 5713015]
[paragraph, [791.0, 724.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 760.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 796.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 832.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 868.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 904.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 940.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 976.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 1012.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [791.0, 1048.0, 737.0, 36.0], shoonya_8sMGOGT3H8GIK0, 5713015]
[paragraph, [55.0, 1036.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1072.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1108.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1144.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1180.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1216.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1252.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1288.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [55.0, 1324.0, 736.0, 36.0], shoonya_3s6FJ56WY04PEZ, 5713015]
[paragraph, [799.0, 1098.0, 710.0, 36.0], shoonya_9s0F4G3M4C9PAX, 5713015]
[paragraph, [1245.0, 1172.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1208.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1244.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1280.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1316.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1352.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [1245.0, 1388.0, 282.0, 36.0], shoonya_10s70QFHDBZ1DM, 5713015]
[paragraph, [58.0, 1368.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1404.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1440.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1476.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1512.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1548.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1584.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [58.0, 1620.0, 728.0, 36.0], shoonya_4sUQNNDFICMWL5, 5713015]
[paragraph, [786.0, 1432.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1468.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1504.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1540.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1576.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1612.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1648.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1684.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [786.0, 1720.0, 740.0, 36.0], shoonya_13sNYY22MEELE4, 5713015]
[paragraph, [57.0, 1673.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1709.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1745.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1781.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1817.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1853.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1889.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [57.0, 1925.0, 732.0, 36.0], shoonya_5sVU1M1WO6S1T1, 5713015]
[paragraph, [791.0, 1760.0, 732.0, 36.0], shoonya_16sWNIZFG50JU4, 5713015]
[paragraph, [791.0, 1796.0, 732.0, 36.0], shoonya_16sWNIZFG50JU4, 5713015]
[paragraph, [791.0, 1832.0, 732.0, 36.0], shoonya_16sWNIZFG50JU4, 5713015]
[paragraph, [791.0, 1868.0, 732.0, 36.0], shoonya_16sWNIZFG50JU4, 5713015]
[paragraph, [791.0, 1904.0, 732.0, 36.0], shoonya_16sWNIZFG50JU4, 5713015]
[author, [1165.0, 1957.0, 345.0, 36.0], shoonya_17sLVRXRYKNNQW, 5713015]
