[1246, 896]
[chapter-title, [272.0, 27.0, 260.0, 30.0], shoonya_15sTLTKLDZGA09, 5776517]
[paragraph, [107.0, 68.0, 287.0, 18.0], shoonya_12s5V3076CB4WR, 5776517]
[paragraph, [93.0, 91.0, 629.0, 18.0], shoonya_14sGWPS31UALIK, 5776517]
[paragraph, [93.0, 109.0, 629.0, 18.0], shoonya_14sGWPS31UALIK, 5776517]
[paragraph, [93.0, 127.0, 629.0, 18.0], shoonya_14sGWPS31UALIK, 5776517]
[paragraph, [105.0, 145.0, 364.0, 18.0], shoonya_16sUMY52LOWARA, 5776517]
[paragraph, [107.0, 169.0, 482.0, 18.0], shoonya_11sL594D5Q00YE, 5776517]
[paragraph, [109.0, 195.0, 351.0, 18.0], shoonya_10sFE4NU9EKM5E, 5776517]
[paragraph, [85.0, 219.0, 639.0, 18.0], shoonya_7s2ZCYAQ9VT3LE, 5776517]
[paragraph, [85.0, 237.0, 639.0, 18.0], shoonya_7s2ZCYAQ9VT3LE, 5776517]
[paragraph, [85.0, 255.0, 639.0, 18.0], shoonya_7s2ZCYAQ9VT3LE, 5776517]
[paragraph, [85.0, 273.0, 639.0, 18.0], shoonya_7s2ZCYAQ9VT3LE, 5776517]
[paragraph, [86.0, 295.0, 636.0, 18.0], shoonya_17sLBQ80RL114I, 5776517]
[paragraph, [86.0, 313.0, 636.0, 18.0], shoonya_17sLBQ80RL114I, 5776517]
[paragraph, [88.0, 344.0, 638.0, 18.0], shoonya_6s7YB9V8KMTYXJ, 5776517]
[paragraph, [88.0, 362.0, 638.0, 18.0], shoonya_6s7YB9V8KMTYXJ, 5776517]
[paragraph, [88.0, 380.0, 638.0, 18.0], shoonya_6s7YB9V8KMTYXJ, 5776517]
[paragraph, [88.0, 398.0, 638.0, 18.0], shoonya_6s7YB9V8KMTYXJ, 5776517]
[paragraph, [113.0, 422.0, 169.0, 18.0], shoonya_8sAKX157VUPCJX, 5776517]
[paragraph, [90.0, 448.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 466.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 484.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 502.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 520.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 538.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [90.0, 556.0, 636.0, 18.0], shoonya_5sF92QTKPH3DJZ, 5776517]
[paragraph, [112.0, 574.0, 119.0, 18.0], shoonya_9sSPATU3XGJV74, 5776517]
[paragraph, [92.0, 596.0, 632.0, 18.0], shoonya_3s57ZHY94ZHDEP, 5776517]
[paragraph, [92.0, 614.0, 632.0, 18.0], shoonya_3s57ZHY94ZHDEP, 5776517]
[paragraph, [92.0, 632.0, 632.0, 18.0], shoonya_3s57ZHY94ZHDEP, 5776517]
[paragraph, [92.0, 650.0, 632.0, 18.0], shoonya_3s57ZHY94ZHDEP, 5776517]
[paragraph, [92.0, 674.0, 632.0, 18.0], shoonya_1sAW5G7J2X0TBL, 5776517]
[paragraph, [92.0, 692.0, 632.0, 18.0], shoonya_1sAW5G7J2X0TBL, 5776517]
[paragraph, [92.0, 710.0, 632.0, 18.0], shoonya_1sAW5G7J2X0TBL, 5776517]
[paragraph, [92.0, 728.0, 632.0, 18.0], shoonya_1sAW5G7J2X0TBL, 5776517]
[paragraph, [92.0, 746.0, 632.0, 18.0], shoonya_1sAW5G7J2X0TBL, 5776517]
[paragraph, [92.0, 772.0, 632.0, 18.0], shoonya_4sEJPVE0S92PH0, 5776517]
[paragraph, [92.0, 790.0, 632.0, 18.0], shoonya_4sEJPVE0S92PH0, 5776517]
[paragraph, [94.0, 825.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 843.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 861.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 879.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 897.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 915.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [94.0, 933.0, 637.0, 18.0], shoonya_0sQC6DU8HMD6FF, 5776517]
[paragraph, [93.0, 950.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 968.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 986.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 1004.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 1022.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 1040.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
[paragraph, [93.0, 1058.0, 640.0, 18.0], shoonya_2sTLFMJOPTZ6C6, 5776517]
