[1518, 1075]
[author, [300.0, 185.0, 269.0, 36.0], shoonya_10sJJQ7S9DLWCW, 5721944]
[headline, [313.0, 330.0, 505.0, 37.5], shoonya_7s35FFV3IQ7DJ4, 5721944]
[headline, [313.0, 367.5, 505.0, 37.5], shoonya_7s35FFV3IQ7DJ4, 5721944]
[paragraph, [91.0, 439.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 475.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 511.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 547.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 583.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 619.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 655.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 691.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [91.0, 727.0, 425.0, 36.0], shoonya_0sXZ4PDL7XNPPS, 5721944]
[paragraph, [536.0, 441.0, 429.0, 36.0], shoonya_2sKHM9LCU8IH81, 5721944]
[paragraph, [536.0, 477.0, 429.0, 36.0], shoonya_2sKHM9LCU8IH81, 5721944]
[paragraph, [536.0, 513.0, 429.0, 36.0], shoonya_2sKHM9LCU8IH81, 5721944]
[paragraph, [536.0, 549.0, 429.0, 36.0], shoonya_2sKHM9LCU8IH81, 5721944]
[paragraph, [534.0, 629.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 665.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 701.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 737.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 773.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 809.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 845.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 881.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 917.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 953.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 989.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1025.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1061.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1097.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1133.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1169.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1205.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1241.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [534.0, 1277.0, 427.0, 36.0], shoonya_4sCNLYRPOUAQ4U, 5721944]
[paragraph, [92.0, 785.0, 426.0, 36.0], shoonya_3sVBT8DJZCI4RT, 5721944]
[paragraph, [92.0, 821.0, 426.0, 36.0], shoonya_3sVBT8DJZCI4RT, 5721944]
[paragraph, [92.0, 857.0, 426.0, 36.0], shoonya_3sVBT8DJZCI4RT, 5721944]
[paragraph, [92.0, 893.0, 426.0, 36.0], shoonya_3sVBT8DJZCI4RT, 5721944]
[paragraph, [91.0, 948.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 984.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1020.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1056.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1092.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1128.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1164.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1200.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1236.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
[paragraph, [91.0, 1272.0, 428.0, 36.0], shoonya_1sVGWKS2H6U9M1, 5721944]
