[1298, 853]
[section-title, [306.0, 68.0, 253.0, 30.0], shoonya_3sYFBTY10OM5F4, 5710423]
[paragraph, [70.0, 116.0, 608.0, 18.0], QdBifLtQND, 5710423]
[paragraph, [70.0, 134.0, 608.0, 18.0], QdBifLtQND, 5710423]
[paragraph, [59.0, 156.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 174.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 192.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 210.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 228.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 246.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 264.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 282.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 300.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 318.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [59.0, 336.0, 730.0, 18.0], shoonya_2sIWNZSU9DC4JY, 5710423]
[paragraph, [57.0, 365.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 383.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 401.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 419.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 437.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 455.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 473.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 491.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
[paragraph, [57.0, 509.0, 740.0, 18.0], shoonya_0sI1AW1NEH8UXZ, 5710423]
