[872, 605]
[section-title, [273.0, 35.0, 73.0, 30.0], 5SkIBDesyj, 6457381]
[folio, [35.0, 37.0, 81.0, 18.0], J2tAqURdnM, 6457381]
[paragraph, [36.0, 73.0, 265.0, 18.0], shoonya_0s9Z74DAS52I90, 6457381]
[paragraph, [36.0, 91.0, 265.0, 18.0], shoonya_0s9Z74DAS52I90, 6457381]
[paragraph, [304.0, 74.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [304.0, 92.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [304.0, 110.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [304.0, 128.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [304.0, 146.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [304.0, 164.0, 260.0, 18.0], WcEDLxfFZf, 6457381]
[paragraph, [36.0, 108.0, 268.0, 18.0], Q0EsPo-q8G, 6457381]
[paragraph, [35.0, 127.0, 267.0, 18.0], dNo4XBxmcN, 6457381]
[paragraph, [35.0, 145.0, 267.0, 18.0], dNo4XBxmcN, 6457381]
[paragraph, [35.0, 163.0, 267.0, 18.0], dNo4XBxmcN, 6457381]
[paragraph, [35.0, 181.0, 267.0, 18.0], dNo4XBxmcN, 6457381]
[paragraph, [35.0, 199.0, 267.0, 18.0], dNo4XBxmcN, 6457381]
[paragraph, [304.0, 195.0, 261.0, 18.0], R73Vdb87ub, 6457381]
[paragraph, [305.0, 212.0, 216.0, 18.0], QF_D2MMiRo, 6457381]
[paragraph, [35.0, 231.0, 266.0, 18.0], AEYuO-wIBU, 6457381]
[paragraph, [35.0, 249.0, 266.0, 18.0], AEYuO-wIBU, 6457381]
[paragraph, [35.0, 267.0, 266.0, 18.0], AEYuO-wIBU, 6457381]
[paragraph, [304.0, 231.0, 263.0, 18.0], jMJEEj6vnT, 6457381]
[paragraph, [304.0, 249.0, 263.0, 18.0], jMJEEj6vnT, 6457381]
[paragraph, [304.0, 267.0, 263.0, 18.0], jMJEEj6vnT, 6457381]
[paragraph, [304.0, 285.0, 263.0, 18.0], jMJEEj6vnT, 6457381]
[paragraph, [49.0, 284.0, 152.0, 18.0], Xvcl-z3c1Q, 6457381]
[paragraph, [36.0, 299.0, 266.0, 18.0], ZpZXWlLpR2, 6457381]
[paragraph, [36.0, 317.0, 266.0, 18.0], ZpZXWlLpR2, 6457381]
[paragraph, [301.0, 302.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [301.0, 320.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [301.0, 338.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [301.0, 356.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [301.0, 374.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [301.0, 392.0, 267.0, 18.0], LV-U8ZchF9, 6457381]
[paragraph, [36.0, 337.0, 222.0, 18.0], XDOC8al5RR, 6457381]
[paragraph, [36.0, 354.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 372.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 390.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 408.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 426.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 444.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 462.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 480.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 498.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 516.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 534.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 552.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
