[1492, 1000]
[folio, [414.0, 155.0, 205.0, 18.0], shoonya_2sY13HQMFFLSNS, 5720608]
[paragraph, [152.0, 208.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 226.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 244.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 262.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 280.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 298.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 316.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 334.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 352.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 370.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 388.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 406.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 424.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 442.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 460.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 478.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 496.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 514.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 532.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 550.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 568.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 586.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 604.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 622.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 640.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 658.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 676.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 694.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 712.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 730.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 748.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 766.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 784.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 802.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [152.0, 820.0, 736.0, 18.0], shoonya_0sAY4TM8IT84AE, 5720608]
[paragraph, [161.0, 843.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 861.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 879.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 897.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 915.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 933.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 951.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 969.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 987.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1005.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1023.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1041.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1059.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1077.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1095.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1113.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1131.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1149.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1167.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1185.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1203.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1221.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1239.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1257.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1275.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
[paragraph, [161.0, 1293.0, 729.0, 18.0], vkVYpxHF3W, 5720608]
