[1275, 750]
[folio, [302.0, 86.0, 124.0, 18.0], shoonya_2sXLG7LUWX3ZM5, 5767013]
[folio, [302.0, 104.0, 124.0, 18.0], shoonya_2sXLG7LUWX3ZM5, 5767013]
[paragraph, [69.0, 155.0, 583.0, 18.0], shoonya_1sAZ0TC2JFP7D7, 5767013]
[paragraph, [69.0, 173.0, 583.0, 18.0], shoonya_1sAZ0TC2JFP7D7, 5767013]
[paragraph, [69.0, 191.0, 583.0, 18.0], shoonya_1sAZ0TC2JFP7D7, 5767013]
[paragraph, [69.0, 209.0, 583.0, 18.0], shoonya_1sAZ0TC2JFP7D7, 5767013]
[ordered-list, [73.0, 258.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 276.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 294.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 312.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 330.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 348.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 366.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 384.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 402.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 420.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 438.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 456.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 474.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 492.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 510.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 528.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 546.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 564.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 582.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 600.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 618.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 636.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 654.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[ordered-list, [73.0, 672.0, 600.0, 18.0], GGwe2bEB8g, 5767013]
[paragraph, [92.0, 700.0, 510.0, 18.0], p8IQ4BtUo5, 5767013]
[paragraph, [92.0, 718.0, 510.0, 18.0], p8IQ4BtUo5, 5767013]
[paragraph, [92.0, 736.0, 510.0, 18.0], p8IQ4BtUo5, 5767013]
[paragraph, [92.0, 754.0, 510.0, 18.0], p8IQ4BtUo5, 5767013]
[paragraph, [92.0, 772.0, 510.0, 18.0], p8IQ4BtUo5, 5767013]
[paragraph, [370.0, 790.0, 312.0, 18.0], C8Sqh4SPOD, 5767013]
[paragraph, [370.0, 808.0, 312.0, 18.0], C8Sqh4SPOD, 5767013]
[paragraph, [94.0, 837.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 855.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 873.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 891.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 909.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 927.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 945.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 963.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 981.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 999.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1017.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1035.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1053.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1071.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1089.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1107.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1125.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1143.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1161.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
[paragraph, [94.0, 1179.0, 601.0, 18.0], shoonya_3sXS8TX9V7DO94, 5767013]
