[1754, 1241]
[answer, [60.0, 224.0, 961.0, 36.0], vUJ6qSst6L, 5705146]
[answer, [69.0, 310.0, 1092.0, 36.0], shoonya_2sSVBM31760YOH, 5705146]
[section-title, [66.0, 383.0, 1093.0, 49.5], shoonya_5s5RS3COW0FW8V, 5705146]
[ordered-list, [97.0, 463.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 499.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 535.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 571.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 607.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 643.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 679.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 715.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 751.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 787.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 823.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 859.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 895.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 931.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 967.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [97.0, 1003.0, 511.0, 36.0], shoonya_0sD7ONVDXT4YIF, 5705146]
[ordered-list, [671.0, 469.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 505.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 541.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 577.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 613.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 649.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 685.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 721.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 757.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 793.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 829.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 865.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 901.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 937.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[ordered-list, [671.0, 973.0, 480.0, 36.0], eAPMgVhiSI, 5705146]
[paragraph, [63.0, 1108.0, 1118.0, 36.0], ytMBTxEsJl, 5705146]
[paragraph, [63.0, 1144.0, 1118.0, 36.0], ytMBTxEsJl, 5705146]
[contact-info, [505.0, 1237.0, 232.0, 36.0], uLKK0i7b9q, 5705146]
[contact-info, [505.0, 1273.0, 232.0, 36.0], uLKK0i7b9q, 5705146]
[contact-info, [505.0, 1309.0, 232.0, 36.0], uLKK0i7b9q, 5705146]
[website-link, [761.0, 1600.0, 411.0, 18.0], RdbGUlhBTl, 5705146]
[website-link, [761.0, 1618.0, 411.0, 18.0], RdbGUlhBTl, 5705146]
[website-link, [66.0, 1602.0, 437.0, 18.0], Av_cpUl3Jr, 5705146]
