[1518, 1075]
[folio, [552.0, 114.0, 78.0, 36.0], NeBtG4Uwfo, 5722342]
[ordered-list, [555.0, 165.0, 345.0, 36.0], shoonya_2s757QE8XGR7JS, 5722342]
[ordered-list, [555.0, 201.0, 345.0, 36.0], shoonya_2s757QE8XGR7JS, 5722342]
[ordered-list, [555.0, 237.0, 345.0, 36.0], shoonya_2s757QE8XGR7JS, 5722342]
[ordered-list, [555.0, 273.0, 345.0, 36.0], shoonya_2s757QE8XGR7JS, 5722342]
[ordered-list, [555.0, 309.0, 345.0, 36.0], shoonya_2s757QE8XGR7JS, 5722342]
[ordered-list, [112.0, 168.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 204.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 240.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 276.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 312.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 348.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 384.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 420.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 456.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 492.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 528.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 564.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 600.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 636.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 672.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 708.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 744.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 780.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 816.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 852.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 888.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 924.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 960.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 996.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1032.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1068.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1104.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1140.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1176.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1212.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1248.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [112.0, 1284.0, 377.0, 36.0], shoonya_1s41MRIBAV6H6D, 5722342]
[ordered-list, [552.0, 388.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 424.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 460.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 496.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 532.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 568.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 604.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 640.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 676.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 712.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 748.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 784.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 820.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 856.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 892.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 928.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 964.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1000.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1036.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1072.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1108.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1144.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1180.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1216.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1252.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[ordered-list, [552.0, 1288.0, 382.0, 36.0], O66bLB3JNw, 5722342]
[folio, [243.0, 1332.0, 594.0, 36.0], ZVWck85nK6, 5722342]
[folio, [193.0, 1388.0, 423.0, 36.0], CNCOzt9reY, 5722342]
