[842, 595]
[folio, [245.0, 78.0, 101.0, 18.0], Xr_GzoKxvi, 5773070]
[folio, [245.0, 96.0, 101.0, 18.0], Xr_GzoKxvi, 5773070]
[placeholder-text, [305.0, 136.0, 227.0, 18.0], 0ClS0Sw5nU, 5773070]
[placeholder-text, [302.0, 166.0, 231.0, 18.0], kjCZdvwSc8, 5773070]
[placeholder-text, [56.0, 167.0, 241.0, 18.0], qD4NvN4OJ3, 5773070]
[placeholder-text, [72.0, 185.0, 227.0, 18.0], GxQ6QXzXbJ, 5773070]
[placeholder-text, [298.0, 198.0, 235.0, 18.0], zgSBRdE9UY, 5773070]
[sidebar, [420.0, 231.0, 113.0, 18.0], _-6UDZnQY3, 5773070]
[sidebar, [57.0, 233.0, 90.0, 18.0], 9BMJoBAQg4, 5773070]
[sidebar, [55.0, 251.0, 179.0, 18.0], XVlB76FEsi, 5773070]
[ordered-list, [59.0, 282.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 300.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 318.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 336.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 354.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 372.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 390.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 408.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 426.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 444.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 462.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 480.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 498.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 516.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 534.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 552.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 570.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 588.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 606.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 624.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 642.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 660.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 678.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 696.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [59.0, 714.0, 237.0, 18.0], shoonya_0s60RTVUQY0EXU, 5773070]
[ordered-list, [293.0, 283.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 301.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 319.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 337.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 355.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 373.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 391.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 409.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 427.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 445.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 463.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 481.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 499.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 517.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 535.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 553.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 571.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 589.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 607.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 625.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 643.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 661.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 679.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 697.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[ordered-list, [293.0, 715.0, 243.0, 18.0], RDExdJeAFe, 5773070]
[sub-ordered-list, [315.0, 330.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 348.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 366.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 384.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 402.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 420.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 438.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [315.0, 456.0, 221.0, 18.0], eaVPN1CX0-, 5773070]
[sub-ordered-list, [72.0, 340.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 358.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 376.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 394.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 412.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 430.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 448.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[sub-ordered-list, [72.0, 466.0, 223.0, 18.0], GeTHoopf_A, 5773070]
[folio, [55.0, 743.0, 74.0, 18.0], Qv-OusPSpm, 5773070]
[folio, [479.0, 744.0, 56.0, 18.0], kBZ0MXZ0Qp, 5773070]
