[515, 727]
[section-title, [422.0, 44.0, 212.0, 30.0], HghwSyWptP, 6533696]
[section-title, [132.0, 63.0, 251.0, 30.0], IVyACOBR2N, 6533696]
[paragraph, [401.0, 79.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 97.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 115.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 133.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 151.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 169.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [401.0, 187.0, 197.0, 18.0], W98oLJeFuc, 6533696]
[paragraph, [149.0, 108.0, 176.0, 18.0], uSiSjDlSLq, 6533696]
[paragraph, [176.0, 127.0, 178.0, 18.0], 7oCb4YgJj-, 6533696]
[paragraph, [176.0, 145.0, 178.0, 18.0], 7oCb4YgJj-, 6533696]
[paragraph, [135.0, 161.0, 257.0, 18.0], WWa_r0jKRR, 6533696]
[paragraph, [135.0, 179.0, 257.0, 18.0], WWa_r0jKRR, 6533696]
[paragraph, [160.0, 195.0, 223.0, 18.0], S_2Ta8D-0_, 6533696]
[paragraph, [160.0, 213.0, 223.0, 18.0], S_2Ta8D-0_, 6533696]
[paragraph, [492.0, 210.0, 162.0, 18.0], gNvcMAF_x-, 6533696]
[paragraph, [401.0, 231.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 249.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 267.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 285.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 303.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 321.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [401.0, 339.0, 186.0, 18.0], s8rTfI5sWJ, 6533696]
[paragraph, [130.0, 234.0, 263.0, 18.0], ziHqL-sWf2, 6533696]
[paragraph, [130.0, 252.0, 263.0, 18.0], ziHqL-sWf2, 6533696]
[paragraph, [176.0, 283.0, 196.0, 18.0], DM8bLnpPQF, 6533696]
[paragraph, [176.0, 301.0, 196.0, 18.0], DM8bLnpPQF, 6533696]
[paragraph, [132.0, 319.0, 261.0, 18.0], eopru5pXmI, 6533696]
[paragraph, [132.0, 337.0, 261.0, 18.0], eopru5pXmI, 6533696]
[paragraph, [132.0, 355.0, 261.0, 18.0], eopru5pXmI, 6533696]
[paragraph, [488.0, 361.0, 158.0, 18.0], uRndhI-cFl, 6533696]
[paragraph, [128.0, 388.0, 266.0, 18.0], 598m8UlzZ8, 6533696]
[paragraph, [128.0, 406.0, 266.0, 18.0], 598m8UlzZ8, 6533696]
[ordered-list, [388.0, 393.0, 258.0, 18.0], w_4N-fQrP3, 6533696]
[ordered-list, [388.0, 411.0, 258.0, 18.0], w_4N-fQrP3, 6533696]
[paragraph, [158.0, 423.0, 204.0, 18.0], N5zb5a-Gzp, 6533696]
