[2075, 1545]
[folio, [43.0, 51.0, 387.0, 36.0], shoonya_6sBW59KVQEMR1B, 5712515]
[folio, [40.0, 56.0, 393.0, 36.0], EhYcGgIUMj, 5712515]
[paragraph, [38.0, 110.0, 704.0, 36.0], shoonya_7sA4EBKRZFH4UB, 5712515]
[paragraph, [38.0, 146.0, 704.0, 36.0], shoonya_7sA4EBKRZFH4UB, 5712515]
[paragraph, [38.0, 182.0, 704.0, 36.0], shoonya_7sA4EBKRZFH4UB, 5712515]
[paragraph, [759.0, 113.0, 697.0, 36.0], YqACD2jtQ3, 5712515]
[paragraph, [759.0, 149.0, 697.0, 36.0], YqACD2jtQ3, 5712515]
[paragraph, [759.0, 185.0, 697.0, 36.0], YqACD2jtQ3, 5712515]
[paragraph, [40.0, 253.0, 709.0, 36.0], shoonya_3s8H106LVSS7P4, 5712515]
[paragraph, [40.0, 289.0, 709.0, 36.0], shoonya_3s8H106LVSS7P4, 5712515]
[paragraph, [40.0, 325.0, 709.0, 36.0], shoonya_3s8H106LVSS7P4, 5712515]
[paragraph, [40.0, 361.0, 709.0, 36.0], shoonya_3s8H106LVSS7P4, 5712515]
[paragraph, [40.0, 397.0, 709.0, 36.0], shoonya_3s8H106LVSS7P4, 5712515]
[paragraph, [750.0, 261.0, 710.0, 36.0], shoonya_9s4QBG2IZ80RT0, 5712515]
[paragraph, [750.0, 297.0, 710.0, 36.0], shoonya_9s4QBG2IZ80RT0, 5712515]
[paragraph, [757.0, 403.0, 724.0, 36.0], NeKWc0xX0v, 5712515]
[paragraph, [757.0, 439.0, 724.0, 36.0], NeKWc0xX0v, 5712515]
[paragraph, [757.0, 475.0, 724.0, 36.0], NeKWc0xX0v, 5712515]
[paragraph, [37.0, 455.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 491.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 527.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 563.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 599.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 635.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [37.0, 671.0, 724.0, 36.0], XLBRFdcHHl, 5712515]
[paragraph, [740.0, 533.0, 734.0, 36.0], q91uKYs8uP, 5712515]
[paragraph, [740.0, 569.0, 734.0, 36.0], q91uKYs8uP, 5712515]
[paragraph, [740.0, 605.0, 734.0, 36.0], q91uKYs8uP, 5712515]
[paragraph, [763.0, 641.0, 711.0, 36.0], 0lSYJaQQAO, 5712515]
[paragraph, [763.0, 677.0, 711.0, 36.0], 0lSYJaQQAO, 5712515]
[paragraph, [39.0, 729.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [39.0, 765.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [39.0, 801.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [39.0, 837.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [39.0, 873.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [39.0, 909.0, 709.0, 36.0], shoonya_2s0KM7JQTA4QPA, 5712515]
[paragraph, [757.0, 738.0, 715.0, 36.0], m7Pwt4JwCF, 5712515]
[paragraph, [757.0, 774.0, 715.0, 36.0], m7Pwt4JwCF, 5712515]
[paragraph, [757.0, 810.0, 715.0, 36.0], m7Pwt4JwCF, 5712515]
[paragraph, [750.0, 839.0, 718.0, 36.0], _26CO2CjzD, 5712515]
[paragraph, [750.0, 875.0, 718.0, 36.0], _26CO2CjzD, 5712515]
[paragraph, [750.0, 911.0, 718.0, 36.0], _26CO2CjzD, 5712515]
[paragraph, [750.0, 947.0, 718.0, 36.0], _26CO2CjzD, 5712515]
[paragraph, [750.0, 983.0, 718.0, 36.0], _26CO2CjzD, 5712515]
[paragraph, [27.0, 976.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [27.0, 1012.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [27.0, 1048.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [27.0, 1084.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [27.0, 1120.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [27.0, 1156.0, 722.0, 36.0], VVA0gWwd3a, 5712515]
[paragraph, [761.0, 1022.0, 713.0, 36.0], dSmIZl_tCm, 5712515]
[paragraph, [761.0, 1058.0, 713.0, 36.0], dSmIZl_tCm, 5712515]
[paragraph, [765.0, 1157.0, 475.0, 36.0], b5ptGlA4B7, 5712515]
[paragraph, [765.0, 1193.0, 475.0, 36.0], b5ptGlA4B7, 5712515]
[paragraph, [35.0, 1198.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[paragraph, [35.0, 1234.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[paragraph, [35.0, 1270.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[paragraph, [35.0, 1306.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[paragraph, [35.0, 1342.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[paragraph, [35.0, 1378.0, 726.0, 36.0], e3BiFcY4oL, 5712515]
[figure-caption, [765.0, 1264.0, 481.0, 36.0], lDkuPylnUZ, 5712515]
[figure-caption, [765.0, 1300.0, 481.0, 36.0], lDkuPylnUZ, 5712515]
[figure-caption, [765.0, 1336.0, 481.0, 36.0], lDkuPylnUZ, 5712515]
[paragraph, [31.0, 1433.0, 718.0, 36.0], 7ccsN21UaB, 5712515]
[paragraph, [31.0, 1469.0, 718.0, 36.0], 7ccsN21UaB, 5712515]
[paragraph, [766.0, 1445.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1481.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1517.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1553.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1589.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1625.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [766.0, 1661.0, 695.0, 36.0], shoonya_0sTM71BD3CR8FE, 5712515]
[paragraph, [35.0, 1515.0, 709.0, 36.0], kWOwhnEt8i, 5712515]
[paragraph, [35.0, 1551.0, 709.0, 36.0], kWOwhnEt8i, 5712515]
[paragraph, [13.0, 1591.0, 752.0, 36.0], 1My3zgqf5J, 5712515]
[paragraph, [13.0, 1627.0, 752.0, 36.0], 1My3zgqf5J, 5712515]
[paragraph, [13.0, 1663.0, 752.0, 36.0], 1My3zgqf5J, 5712515]
[paragraph, [766.0, 1718.0, 700.0, 36.0], shoonya_4sO1A8CWN35HA8, 5712515]
[paragraph, [766.0, 1754.0, 700.0, 36.0], shoonya_4sO1A8CWN35HA8, 5712515]
[paragraph, [766.0, 1790.0, 700.0, 36.0], shoonya_4sO1A8CWN35HA8, 5712515]
[paragraph, [766.0, 1826.0, 700.0, 36.0], shoonya_4sO1A8CWN35HA8, 5712515]
[paragraph, [766.0, 1862.0, 700.0, 36.0], shoonya_4sO1A8CWN35HA8, 5712515]
[paragraph, [25.0, 1735.0, 734.0, 36.0], B2COjYYSJo, 5712515]
[paragraph, [25.0, 1771.0, 734.0, 36.0], B2COjYYSJo, 5712515]
[paragraph, [25.0, 1807.0, 734.0, 36.0], B2COjYYSJo, 5712515]
[paragraph, [25.0, 1843.0, 734.0, 36.0], B2COjYYSJo, 5712515]
[paragraph, [25.0, 1879.0, 734.0, 36.0], B2COjYYSJo, 5712515]
