[1650, 1275]
[section-title, [476.0, 82.0, 447.0, 49.5], B-PeDWmK-u, 5728685]
[unordered-list, [212.0, 192.0, 881.0, 36.0], shoonya_0s9YFK7R0V7O9Q, 5728685]
[unordered-list, [212.0, 228.0, 881.0, 36.0], shoonya_0s9YFK7R0V7O9Q, 5728685]
[unordered-list, [212.0, 264.0, 881.0, 36.0], shoonya_0s9YFK7R0V7O9Q, 5728685]
[unordered-list, [212.0, 300.0, 881.0, 36.0], shoonya_0s9YFK7R0V7O9Q, 5728685]
[unordered-list, [212.0, 336.0, 881.0, 36.0], shoonya_0s9YFK7R0V7O9Q, 5728685]
[sidebar, [1034.0, 439.0, 137.0, 36.0], 50PhA48xth, 5728685]
[unordered-list, [167.0, 480.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 516.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 552.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 588.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 624.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 660.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 696.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 732.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 768.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 804.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 840.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 876.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 912.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 948.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 984.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[unordered-list, [167.0, 1020.0, 983.0, 36.0], YlCsP4CfhH, 5728685]
[footnote, [162.0, 1162.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1198.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1234.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1270.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1306.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1342.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1378.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
[footnote, [162.0, 1414.0, 1063.0, 36.0], U7rBdN3uOD, 5728685]
