[1320, 1176]
[folio, [925.0, 57.0, 192.0, 18.0], IUy7djIT3E, 5694685]
[folio, [925.0, 75.0, 192.0, 18.0], IUy7djIT3E, 5694685]
[folio, [925.0, 93.0, 192.0, 18.0], IUy7djIT3E, 5694685]
[folio, [925.0, 111.0, 192.0, 18.0], IUy7djIT3E, 5694685]
[folio, [925.0, 129.0, 192.0, 18.0], IUy7djIT3E, 5694685]
[paragraph, [77.0, 183.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 201.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 219.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 237.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 255.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 273.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [77.0, 291.0, 330.0, 18.0], shoonya_6sGE91S63JGL6S, 5694685]
[paragraph, [773.0, 183.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [773.0, 201.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [773.0, 219.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [773.0, 237.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [773.0, 255.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [773.0, 273.0, 326.0, 18.0], shoonya_9sYDBLLBQ5ELWM, 5694685]
[paragraph, [425.0, 188.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [425.0, 206.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [425.0, 224.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [425.0, 242.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [425.0, 260.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [425.0, 278.0, 331.0, 18.0], shoonya_11s6FGP4C46G5R, 5694685]
[paragraph, [773.0, 301.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [773.0, 319.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [773.0, 337.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [773.0, 355.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [773.0, 373.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [773.0, 391.0, 327.0, 18.0], shoonya_2sAZ1IAPGVUZ6W, 5694685]
[paragraph, [459.0, 304.0, 216.0, 18.0], shoonya_12sEMOCH9MP7HF, 5694685]
[paragraph, [77.0, 327.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 345.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 363.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 381.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 399.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 417.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [77.0, 435.0, 326.0, 18.0], shoonya_4sRB7GSP645RD9, 5694685]
[paragraph, [457.0, 333.0, 214.0, 18.0], shoonya_19sH75J3EJFO3O, 5694685]
[paragraph, [424.0, 362.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 380.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 398.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 416.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 434.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 452.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 470.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 488.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 506.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 524.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 542.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 560.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 578.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 596.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [424.0, 614.0, 329.0, 18.0], shoonya_3sOQ82IVZ08Z19, 5694685]
[paragraph, [776.0, 416.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 434.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 452.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 470.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 488.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 506.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 524.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 542.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 560.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [776.0, 578.0, 325.0, 18.0], shoonya_5s19BN0CZ87RGM, 5694685]
[paragraph, [75.0, 471.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 489.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 507.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 525.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 543.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 561.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 579.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 597.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 615.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 633.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 651.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 669.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 687.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 705.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [75.0, 723.0, 330.0, 18.0], shoonya_1sJD6AJJ510EVJ, 5694685]
[paragraph, [771.0, 612.0, 326.0, 18.0], shoonya_17s4TE0FRFRKEP, 5694685]
[paragraph, [771.0, 630.0, 326.0, 18.0], shoonya_17s4TE0FRFRKEP, 5694685]
[paragraph, [771.0, 648.0, 326.0, 18.0], shoonya_17s4TE0FRFRKEP, 5694685]
[paragraph, [771.0, 666.0, 326.0, 18.0], shoonya_17s4TE0FRFRKEP, 5694685]
[paragraph, [423.0, 649.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 667.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 685.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 703.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 721.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 739.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 757.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 775.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 793.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 811.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [423.0, 829.0, 329.0, 18.0], shoonya_10s60NLJNN50L8, 5694685]
[paragraph, [769.0, 695.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [769.0, 713.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [769.0, 731.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [769.0, 749.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [769.0, 767.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [769.0, 785.0, 325.0, 18.0], O12o63rAlV, 5694685]
[paragraph, [88.0, 754.0, 242.0, 18.0], gJOGhVmUvE, 5694685]
[paragraph, [74.0, 790.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 808.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 826.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 844.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 862.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 880.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 898.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 916.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 934.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 952.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 970.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 988.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1006.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1024.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1042.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1060.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1078.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1096.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1114.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1132.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1150.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1168.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [74.0, 1186.0, 329.0, 18.0], shoonya_0sNTCF74QXAK7H, 5694685]
[paragraph, [768.0, 818.0, 328.0, 18.0], shoonya_21sU8NPXR8UCP9, 5694685]
[paragraph, [768.0, 836.0, 328.0, 18.0], shoonya_21sU8NPXR8UCP9, 5694685]
[paragraph, [768.0, 854.0, 328.0, 18.0], shoonya_21sU8NPXR8UCP9, 5694685]
[paragraph, [768.0, 872.0, 328.0, 18.0], shoonya_21sU8NPXR8UCP9, 5694685]
[paragraph, [423.0, 846.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 864.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 882.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 900.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 918.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 936.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [423.0, 954.0, 326.0, 18.0], shoonya_15sWWX9X3F4WB6, 5694685]
[paragraph, [422.0, 988.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1006.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1024.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1042.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1060.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1078.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1096.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1114.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1132.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1150.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1168.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [422.0, 1186.0, 325.0, 18.0], shoonya_7sN3KPWE41LJY4, 5694685]
[paragraph, [78.0, 1212.0, 334.0, 18.0], shoonya_13s328593TGCRK, 5694685]
[paragraph, [78.0, 1230.0, 334.0, 18.0], shoonya_13s328593TGCRK, 5694685]
[paragraph, [419.0, 1212.0, 344.0, 18.0], aIICMTVccp, 5694685]
[paragraph, [419.0, 1230.0, 344.0, 18.0], aIICMTVccp, 5694685]
