[1253, 917]
[chapter-title, [283.0, 47.0, 262.0, 30.0], shoonya_12s8L35UHDPCKW, 5776371]
[paragraph, [97.0, 85.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 103.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 121.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 139.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 157.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 175.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 193.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 211.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 229.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 247.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 265.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [97.0, 283.0, 635.0, 18.0], shoonya_0sEX21MUZ20OXB, 5776371]
[paragraph, [99.0, 314.0, 630.0, 18.0], shoonya_2sAMIW2ZA6W18S, 5776371]
[paragraph, [99.0, 332.0, 630.0, 18.0], shoonya_2sAMIW2ZA6W18S, 5776371]
[paragraph, [99.0, 364.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 382.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 400.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 418.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 436.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 454.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 472.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 490.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 508.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 526.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 544.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 562.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 580.0, 631.0, 18.0], shoonya_1sLV19VWDDIRDT, 5776371]
[paragraph, [99.0, 615.0, 631.0, 18.0], shoonya_5sTKULDLXQ2ZZA, 5776371]
[paragraph, [99.0, 633.0, 631.0, 18.0], shoonya_5sTKULDLXQ2ZZA, 5776371]
[paragraph, [99.0, 651.0, 631.0, 18.0], shoonya_5sTKULDLXQ2ZZA, 5776371]
[paragraph, [99.0, 669.0, 631.0, 18.0], shoonya_5sTKULDLXQ2ZZA, 5776371]
[paragraph, [99.0, 687.0, 631.0, 18.0], shoonya_5sTKULDLXQ2ZZA, 5776371]
[paragraph, [100.0, 713.0, 630.0, 18.0], shoonya_4sN0KPVLJHD42P, 5776371]
[paragraph, [100.0, 731.0, 630.0, 18.0], shoonya_4sN0KPVLJHD42P, 5776371]
[paragraph, [100.0, 749.0, 630.0, 18.0], shoonya_4sN0KPVLJHD42P, 5776371]
[paragraph, [100.0, 767.0, 630.0, 18.0], shoonya_4sN0KPVLJHD42P, 5776371]
[paragraph, [120.0, 788.0, 412.0, 18.0], shoonya_8sI6WP8GKMB6RI, 5776371]
[paragraph, [122.0, 814.0, 501.0, 18.0], shoonya_11sEZU8PVZH5VB, 5776371]
[paragraph, [101.0, 840.0, 628.0, 18.0], shoonya_3sAE0OTQ8QPVPK, 5776371]
[paragraph, [101.0, 858.0, 628.0, 18.0], shoonya_3sAE0OTQ8QPVPK, 5776371]
[paragraph, [101.0, 876.0, 628.0, 18.0], shoonya_3sAE0OTQ8QPVPK, 5776371]
[paragraph, [101.0, 894.0, 628.0, 18.0], shoonya_3sAE0OTQ8QPVPK, 5776371]
[paragraph, [101.0, 912.0, 628.0, 18.0], shoonya_3sAE0OTQ8QPVPK, 5776371]
[paragraph, [101.0, 939.0, 629.0, 18.0], shoonya_6sO21SS30O1L98, 5776371]
[paragraph, [101.0, 957.0, 629.0, 18.0], shoonya_6sO21SS30O1L98, 5776371]
[paragraph, [102.0, 990.0, 630.0, 18.0], shoonya_7sZJU45G4GT9UL, 5776371]
[paragraph, [102.0, 1008.0, 630.0, 18.0], shoonya_7sZJU45G4GT9UL, 5776371]
[paragraph, [124.0, 1040.0, 281.0, 18.0], shoonya_9sJZ6BOZSQ3H7Z, 5776371]
[paragraph, [125.0, 1066.0, 173.0, 18.0], shoonya_10sBHAIJN9NOXO, 5776371]
