[1606, 1056]
[folio, [440.0, 104.0, 162.0, 36.0], shoonya_2s1QBTKQ89F0ID, 5683783]
[paragraph, [97.0, 156.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 192.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 228.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 264.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 300.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 336.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 372.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 408.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 444.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 480.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 516.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 552.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [97.0, 588.0, 855.0, 36.0], shoonya_0sAXPV63SMK95T, 5683783]
[paragraph, [100.0, 649.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 685.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 721.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 757.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 793.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 829.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 865.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[paragraph, [100.0, 901.0, 852.0, 36.0], shoonya_1sV1W50WWIHFTA, 5683783]
[ordered-list, [100.0, 963.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 999.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1035.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1071.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1107.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1143.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1179.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1215.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1251.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1287.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1323.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[ordered-list, [100.0, 1359.0, 852.0, 36.0], 6kX_UzPnuS, 5683783]
[paragraph, [97.0, 1422.0, 856.0, 36.0], QfO_bQW_v-, 5683783]
[paragraph, [97.0, 1458.0, 856.0, 36.0], QfO_bQW_v-, 5683783]
