[1211, 798]
[section-title, [331.0, 413.0, 142.0, 30.0], xHA1OiFlQe, 5741277]
[paragraph, [61.0, 483.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 501.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 519.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 537.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 555.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 573.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 591.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 609.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 627.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 645.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 663.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 681.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [61.0, 699.0, 684.0, 18.0], 0QWzghqJGu, 5741277]
[paragraph, [57.0, 732.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 750.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 768.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 786.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 804.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 822.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 840.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 858.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 876.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 894.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 912.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 930.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 948.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 966.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 984.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 1002.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [57.0, 1020.0, 684.0, 18.0], hD-yoPFJBZ, 5741277]
[paragraph, [54.0, 1049.0, 684.0, 18.0], DSJtHQb946, 5741277]
[paragraph, [54.0, 1067.0, 684.0, 18.0], DSJtHQb946, 5741277]
[paragraph, [54.0, 1085.0, 684.0, 18.0], DSJtHQb946, 5741277]
[paragraph, [54.0, 1103.0, 684.0, 18.0], DSJtHQb946, 5741277]
[paragraph, [54.0, 1121.0, 684.0, 18.0], DSJtHQb946, 5741277]
[paragraph, [54.0, 1139.0, 684.0, 18.0], DSJtHQb946, 5741277]
[footnote, [424.0, 1174.0, 315.0, 18.0], RYS8KywOD9, 5741277]
