[2339, 1656]
[paragraph, [183.0, 184.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 220.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 256.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 292.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 328.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 364.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 400.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 436.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 472.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 508.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 544.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 580.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 616.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 652.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 688.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 724.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 760.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 796.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 832.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 868.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [183.0, 904.0, 1290.0, 36.0], shoonya_0sNJQR996RVGJA, 5752888]
[paragraph, [165.0, 995.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1031.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1067.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1103.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1139.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1175.0, 1307.0, 36.0], TaBLyl15w4, 5752888]
[paragraph, [165.0, 1233.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1269.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1305.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1341.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1377.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1413.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1449.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1485.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1521.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1557.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1593.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1629.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1665.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1701.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1737.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1773.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1809.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1845.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1881.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [165.0, 1917.0, 1316.0, 36.0], 0U83_qeAIU, 5752888]
[paragraph, [180.0, 1978.0, 1289.0, 36.0], cI14BqQFWL, 5752888]
[paragraph, [180.0, 2014.0, 1289.0, 36.0], cI14BqQFWL, 5752888]
[paragraph, [180.0, 2050.0, 1289.0, 36.0], cI14BqQFWL, 5752888]
[paragraph, [180.0, 2086.0, 1289.0, 36.0], cI14BqQFWL, 5752888]
[folio, [283.0, 2148.0, 493.0, 36.0], UVFuSC69rq, 5752888]
[folio, [1007.0, 2150.0, 342.0, 36.0], shoonya_3s648HOAL0TKIV, 5752888]
