[3509, 2480]
[paragraph, [363.0, 375.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 427.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 480.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 532.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 585.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 637.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 690.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 742.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 795.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 847.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 900.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 952.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1005.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1057.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1110.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1162.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1215.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1267.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1320.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1372.5, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [363.0, 1425.0, 1771.0, 52.5], shoonya_2sQ9FFAEOLOLXH, 5724286]
[paragraph, [362.0, 1522.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1574.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1627.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1679.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1732.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1784.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1837.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1889.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1942.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 1994.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2047.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2099.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2152.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2204.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2257.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2309.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2362.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2414.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2467.0, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [362.0, 2519.5, 1760.0, 52.5], dYHYb1yXHw, 5724286]
[paragraph, [366.0, 2645.0, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2697.5, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2750.0, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2802.5, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2855.0, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2907.5, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 2960.0, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
[paragraph, [366.0, 3012.5, 1761.0, 52.5], shoonya_0sKWJ0G58KL9VN, 5724286]
