[842, 596]
[paragraph, [118.0, 60.0, 402.0, 18.0], nIxFK_8WoH, 5658183]
[ordered-list, [73.0, 93.0, 448.0, 18.0], FtPvkMxw5n, 5658183]
[ordered-list, [73.0, 111.0, 448.0, 18.0], FtPvkMxw5n, 5658183]
[ordered-list, [73.0, 129.0, 448.0, 18.0], FtPvkMxw5n, 5658183]
[ordered-list, [51.0, 164.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 182.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 200.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 218.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 236.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 254.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 272.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 290.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 308.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 326.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 344.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 362.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 380.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 398.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 416.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 434.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 452.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 470.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 488.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 506.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 524.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 542.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 560.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 578.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 596.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 614.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 632.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 650.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 668.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 686.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 704.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[ordered-list, [51.0, 722.0, 491.0, 18.0], shoonya_1sPOTRKMBSFFAU, 5658183]
[sub-ordered-list, [75.0, 187.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 205.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 223.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 241.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 259.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 277.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 295.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 313.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 331.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 349.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 367.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 385.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [75.0, 403.0, 448.0, 18.0], shoonya_0s4VV11R80J1FL, 5658183]
[sub-ordered-list, [59.0, 440.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 458.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 476.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 494.0, 473.0, 18.0], USzW0YvqGa, 5658183]
