[635, 412]
[paragraph, [49.0, 72.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 90.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 108.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 126.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 144.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 162.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 180.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 198.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 216.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 234.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 252.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 270.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 288.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 306.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 324.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 342.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 360.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 378.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 396.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 414.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 432.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 450.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 468.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 486.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 504.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 522.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
[paragraph, [49.0, 540.0, 309.0, 18.0], shoonya_0sZ5VX0AD67VNY, 5721895]
