[842, 596]
[chapter-title, [5.0, 11.0, 259.0, 30.0], shoonya_1sH71YK8FO76ZE, 5657029]
[sub-section-title, [397.0, 60.0, 85.0, 25.5], uuFxGqxuGi, 5657029]
[section-title, [119.0, 68.0, 126.0, 30.0], RoMiJlb2y8, 5657029]
[paragraph, [47.0, 135.0, 63.0, 18.0], shoonya_3sZDYB4FQQKGDO, 5657029]
[unordered-list, [35.0, 170.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 188.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 206.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 224.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 242.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 260.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 278.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 296.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 314.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 332.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 350.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 368.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 386.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 404.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 422.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 440.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 458.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 476.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 494.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 512.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 530.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 548.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 566.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 584.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 602.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[unordered-list, [35.0, 620.0, 540.0, 18.0], shoonya_0s3XQYJWC0SJ8V, 5657029]
[folio, [33.0, 758.0, 97.0, 18.0], G7ZNAG08xC, 5657029]
[folio, [33.0, 776.0, 97.0, 18.0], G7ZNAG08xC, 5657029]
