[2363, 1655]
[headline, [350.0, 466.0, 941.0, 67.5], shoonya_0sA1H9B3W1LXGN, 5721717]
[headline, [350.0, 533.5, 941.0, 67.5], shoonya_0sA1H9B3W1LXGN, 5721717]
[paragraph, [198.0, 682.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 718.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 754.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 790.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 826.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 862.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 898.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 934.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 970.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 1006.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 1042.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [198.0, 1078.0, 1264.0, 36.0], cGgnn838s8, 5721717]
[paragraph, [190.0, 1148.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1184.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1220.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1256.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1292.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1328.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1364.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1400.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1436.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1472.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1508.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [190.0, 1544.0, 1272.0, 36.0], Z9bNF7iqJB, 5721717]
[paragraph, [192.0, 1613.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1649.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1685.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1721.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1757.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1793.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1829.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1865.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1901.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 1937.0, 1270.0, 36.0], 5L-NP5qJJy, 5721717]
[paragraph, [192.0, 2021.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
[paragraph, [192.0, 2057.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
[paragraph, [192.0, 2093.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
[paragraph, [192.0, 2129.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
[paragraph, [192.0, 2165.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
[paragraph, [192.0, 2201.0, 1268.0, 36.0], mAp6g3Ipoo, 5721717]
