[1951, 1219]
[folio, [226.0, 123.0, 179.0, 36.0], USi8qDSGX-, 5682688]
[paragraph, [112.0, 208.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [112.0, 244.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [112.0, 280.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [112.0, 316.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [112.0, 352.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [112.0, 388.0, 975.0, 36.0], shoonya_0sPSDWJZQB0IVR, 5682688]
[paragraph, [114.0, 441.0, 974.0, 36.0], mbx7k8KYye, 5682688]
[paragraph, [114.0, 477.0, 974.0, 36.0], mbx7k8KYye, 5682688]
[paragraph, [206.0, 555.0, 493.0, 36.0], QpJ-hvThU6, 5682688]
[paragraph, [118.0, 615.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 651.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 687.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 723.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 759.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 795.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 831.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 867.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [118.0, 903.0, 969.0, 36.0], zwm0hRwc_g, 5682688]
[paragraph, [122.0, 961.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 997.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1033.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1069.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1105.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1141.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1177.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1213.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1249.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1285.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1321.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [122.0, 1357.0, 968.0, 36.0], bwx0icWGYl, 5682688]
[paragraph, [135.0, 1426.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1462.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1498.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1534.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1570.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1606.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1642.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1678.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1714.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1750.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
[paragraph, [135.0, 1786.0, 959.0, 36.0], kmDv5PTQuf, 5682688]
