[2200, 1700]
[paragraph, [372.0, 115.0, 1132.0, 36.0], shoonya_3sFD7XH5KX4PWF, 5733991]
[paragraph, [372.0, 151.0, 1132.0, 36.0], shoonya_3sFD7XH5KX4PWF, 5733991]
[paragraph, [372.0, 187.0, 1132.0, 36.0], shoonya_3sFD7XH5KX4PWF, 5733991]
[paragraph, [372.0, 223.0, 1132.0, 36.0], shoonya_3sFD7XH5KX4PWF, 5733991]
[paragraph, [373.0, 300.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 336.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 372.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 408.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 444.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 480.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 516.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 552.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 588.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 624.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 660.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 696.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 732.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 768.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 804.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 840.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 876.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [373.0, 912.0, 1131.0, 36.0], shoonya_1sM38FCNR6WTK3, 5733991]
[paragraph, [372.0, 990.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1026.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1062.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1098.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1134.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1170.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1206.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1242.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1278.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1314.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1350.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1386.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1422.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1458.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1494.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1530.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1566.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1602.0, 1136.0, 36.0], shoonya_0sPLWOENX8CHB6, 5733991]
[paragraph, [372.0, 1681.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1717.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1753.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1789.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1825.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1861.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1897.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1933.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 1969.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
[paragraph, [372.0, 2005.0, 1137.0, 36.0], shoonya_2sMO56KBGI01NZ, 5733991]
