[1292, 955]
[chapter-title, [331.0, 63.0, 200.0, 30.0], shoonya_5s8U9HRZ7BD12J, 5776162]
[paragraph, [118.0, 102.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 120.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 138.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 156.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 174.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 192.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 210.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 228.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [118.0, 246.0, 629.0, 18.0], shoonya_2sQ56HWCRKOLZJ, 5776162]
[paragraph, [119.0, 281.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [119.0, 299.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [119.0, 317.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [119.0, 335.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [119.0, 353.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [119.0, 371.0, 627.0, 18.0], shoonya_4sVVH6XTN14NRJ, 5776162]
[paragraph, [118.0, 404.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 422.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 440.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 458.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 476.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 494.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 512.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 530.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 548.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 566.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 584.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 602.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 620.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 638.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 656.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 674.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [118.0, 692.0, 629.0, 18.0], shoonya_1sK60PCOBRATY2, 5776162]
[paragraph, [119.0, 713.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 731.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 749.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 767.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 785.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 803.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 821.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 839.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 857.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 875.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 893.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 911.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 929.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [119.0, 947.0, 632.0, 18.0], shoonya_0sDWJO1ZI3NGWM, 5776162]
[paragraph, [120.0, 975.0, 633.0, 18.0], shoonya_3s69R9BFCZVJ8S, 5776162]
[paragraph, [120.0, 993.0, 633.0, 18.0], shoonya_3s69R9BFCZVJ8S, 5776162]
[paragraph, [120.0, 1011.0, 633.0, 18.0], shoonya_3s69R9BFCZVJ8S, 5776162]
[paragraph, [120.0, 1029.0, 633.0, 18.0], shoonya_3s69R9BFCZVJ8S, 5776162]
[paragraph, [120.0, 1047.0, 633.0, 18.0], shoonya_3s69R9BFCZVJ8S, 5776162]
