[1300, 827]
[folio, [72.0, 82.0, 50.0, 18.0], LQkbi1eGcX, 6471922]
[headline, [106.0, 134.0, 450.0, 25.5], 27i-vhe5Iu, 6471922]
[headline, [106.0, 159.5, 450.0, 25.5], 27i-vhe5Iu, 6471922]
[headline, [106.0, 185.0, 450.0, 25.5], 27i-vhe5Iu, 6471922]
[author, [426.0, 224.0, 153.0, 18.0], shoonya_2sAS9CZRAVOVJ7, 6471922]
[section-title, [69.0, 279.0, 112.0, 30.0], shoonya_7sH0NJIX00VF49, 6471922]
[paragraph, [65.0, 311.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 329.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 347.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 365.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 383.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 401.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 419.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 437.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 455.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 473.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 491.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 509.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 527.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 545.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 563.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 581.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 599.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [65.0, 617.0, 698.0, 18.0], shoonya_4sJPCOTVNM4PPM, 6471922]
[paragraph, [66.0, 684.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 702.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 720.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 738.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 756.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 774.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 792.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 810.0, 697.0, 18.0], shoonya_0sHGI4J6UIFV20, 6471922]
[paragraph, [66.0, 842.0, 695.0, 18.0], shoonya_6s3OQ88DSO2E05, 6471922]
[paragraph, [66.0, 860.0, 695.0, 18.0], shoonya_6s3OQ88DSO2E05, 6471922]
[paragraph, [66.0, 878.0, 695.0, 18.0], shoonya_6s3OQ88DSO2E05, 6471922]
[paragraph, [66.0, 896.0, 695.0, 18.0], shoonya_6s3OQ88DSO2E05, 6471922]
[paragraph, [66.0, 914.0, 695.0, 18.0], shoonya_6s3OQ88DSO2E05, 6471922]
[paragraph, [64.0, 936.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 954.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 972.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 990.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1008.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1026.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1044.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1062.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1080.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1098.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1116.0, 698.0, 18.0], Da8LPRgqpM, 6471922]
[paragraph, [64.0, 1158.0, 694.0, 18.0], ZDsHV255Yr, 6471922]
[folio, [545.0, 1225.0, 64.0, 18.0], U2Lz1Gokrm, 6471922]
