[2278, 1778]
[folio, [95.0, 46.0, 289.0, 36.0], rE1CAgpHOp, 5755135]
[folio, [1454.0, 133.0, 184.0, 36.0], woBMD8sdV6, 5755135]
[options, [274.0, 746.0, 1294.0, 36.0], -JOpK2xr0U, 5755135]
[options, [274.0, 782.0, 1294.0, 36.0], -JOpK2xr0U, 5755135]
[options, [274.0, 818.0, 1294.0, 36.0], -JOpK2xr0U, 5755135]
[options, [274.0, 854.0, 1294.0, 36.0], -JOpK2xr0U, 5755135]
[options, [256.0, 1056.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1092.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1128.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1164.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1200.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1236.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1272.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1308.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1344.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1380.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1416.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1452.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1488.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [256.0, 1524.0, 641.0, 36.0], U5W2Gn7sbj, 5755135]
[options, [962.0, 1056.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1092.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1128.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1164.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1200.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1236.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1272.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1308.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1344.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1380.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1416.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1452.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1488.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[options, [962.0, 1524.0, 650.0, 36.0], shoonya_5sPOWW5PWW9U29, 5755135]
[placeholder-text, [1131.0, 1694.0, 140.0, 18.0], ZRfsDcDCjU, 5755135]
[placeholder-text, [1131.0, 1712.0, 140.0, 18.0], ZRfsDcDCjU, 5755135]
[placeholder-text, [1131.0, 1730.0, 140.0, 18.0], ZRfsDcDCjU, 5755135]
[placeholder-text, [1131.0, 1748.0, 140.0, 18.0], ZRfsDcDCjU, 5755135]
[placeholder-text, [1131.0, 1766.0, 140.0, 18.0], ZRfsDcDCjU, 5755135]
[paragraph, [1359.0, 1696.0, 229.0, 36.0], 7TzIYQl4hD, 5755135]
[paragraph, [1359.0, 1732.0, 229.0, 36.0], 7TzIYQl4hD, 5755135]
[paragraph, [1368.0, 1803.0, 229.0, 36.0], 7LHEuYX7Wx, 5755135]
[paragraph, [1368.0, 1839.0, 229.0, 36.0], 7LHEuYX7Wx, 5755135]
[placeholder-text, [1185.0, 1814.0, 140.0, 18.0], sQ3pe7QZJE, 5755135]
[placeholder-text, [1185.0, 1832.0, 140.0, 18.0], sQ3pe7QZJE, 5755135]
[placeholder-text, [1185.0, 1850.0, 140.0, 18.0], sQ3pe7QZJE, 5755135]
[placeholder-text, [1185.0, 1868.0, 140.0, 18.0], sQ3pe7QZJE, 5755135]
[placeholder-text, [1185.0, 1886.0, 140.0, 18.0], sQ3pe7QZJE, 5755135]
[placeholder-text, [819.0, 1957.0, 140.0, 18.0], ww6xIdhgJ_, 5755135]
[placeholder-text, [819.0, 1975.0, 140.0, 18.0], ww6xIdhgJ_, 5755135]
[placeholder-text, [819.0, 1993.0, 140.0, 18.0], ww6xIdhgJ_, 5755135]
[placeholder-text, [819.0, 2011.0, 140.0, 18.0], ww6xIdhgJ_, 5755135]
