[1650, 1275]
[chapter-title, [912.0, 553.0, 194.0, 58.5], IoB_U9Src_, 5714318]
[paragraph, [256.0, 647.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 683.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 719.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 755.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 791.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 827.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 863.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 899.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 935.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 971.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 1007.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 1043.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 1079.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 1115.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [256.0, 1151.0, 857.0, 36.0], shoonya_0sRC7RE1JUY7AZ, 5714318]
[paragraph, [259.0, 1207.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1243.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1279.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1315.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1351.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1387.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1423.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
[paragraph, [259.0, 1459.0, 854.0, 36.0], shoonya_1sC8W8EJK41MQA, 5714318]
