[2175, 1462]
[folio, [117.0, 129.0, 217.0, 36.0], DDyjKJWLT9, 5655085]
[paragraph, [117.0, 226.0, 1192.0, 36.0], jA0zndDXF8, 5655085]
[paragraph, [117.0, 262.0, 1192.0, 36.0], jA0zndDXF8, 5655085]
[paragraph, [117.0, 298.0, 1192.0, 36.0], jA0zndDXF8, 5655085]
[paragraph, [117.0, 334.0, 1192.0, 36.0], jA0zndDXF8, 5655085]
[paragraph, [132.0, 411.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 447.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 483.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 519.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 555.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 591.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 627.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 663.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 699.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 735.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 771.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 807.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 843.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 879.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [132.0, 915.0, 1200.0, 36.0], shoonya_1sI486HA2N69XZ, 5655085]
[paragraph, [130.0, 985.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1021.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1057.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1093.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1129.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1165.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1201.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1237.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1273.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1309.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1345.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1381.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [130.0, 1417.0, 1214.0, 36.0], shoonya_2sMAA5MLU3JT2Y, 5655085]
[paragraph, [137.0, 1474.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1510.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1546.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1582.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1618.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1654.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1690.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1726.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1762.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1798.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1834.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1870.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[paragraph, [137.0, 1906.0, 1201.0, 36.0], shoonya_0sQYWI3TLHRNK0, 5655085]
[reference, [141.0, 1989.0, 718.0, 36.0], shoonya_4sNILVW6FVXM3V, 5655085]
[reference, [141.0, 2025.0, 718.0, 36.0], shoonya_4sNILVW6FVXM3V, 5655085]
