[1278, 882]
[chapter-title, [365.0, 60.0, 248.0, 30.0], shoonya_0sYERTH6O484HC, 5775973]
[paragraph, [167.0, 107.0, 655.0, 18.0], nz8PyrhBJp, 5775973]
[paragraph, [167.0, 125.0, 655.0, 18.0], nz8PyrhBJp, 5775973]
[paragraph, [167.0, 143.0, 655.0, 18.0], nz8PyrhBJp, 5775973]
[paragraph, [167.0, 161.0, 655.0, 18.0], nz8PyrhBJp, 5775973]
[paragraph, [165.0, 181.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 199.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 217.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 235.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 253.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 271.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 289.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 307.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 325.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 343.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 361.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 379.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 397.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 415.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 433.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 451.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 469.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 487.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 505.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 523.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 541.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 559.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 577.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 595.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 613.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 631.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [165.0, 649.0, 651.0, 18.0], fAh4SDBEzr, 5775973]
[paragraph, [164.0, 683.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 701.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 719.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 737.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 755.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 773.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 791.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 809.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 827.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 845.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 863.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 881.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 899.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 917.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 935.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 953.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 971.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 989.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 1007.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 1025.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 1043.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 1061.0, 658.0, 18.0], OZTEt18MZF, 5775973]
[paragraph, [164.0, 1079.0, 658.0, 18.0], OZTEt18MZF, 5775973]
