[2200, 1700]
[paragraph, [372.0, 109.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 145.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 181.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 217.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 253.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 289.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 325.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 361.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 397.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 433.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 469.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 505.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 541.0, 1131.0, 36.0], shoonya_2sAOZR9GF367JB, 5733614]
[paragraph, [372.0, 612.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 648.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 684.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 720.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 756.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 792.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 828.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 864.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 900.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 936.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 972.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1008.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1044.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1080.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1116.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1152.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1188.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1224.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1260.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1296.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [372.0, 1332.0, 1129.0, 36.0], shoonya_1sG0E7ZXDUO3XZ, 5733614]
[paragraph, [373.0, 1412.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1448.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1484.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1520.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1556.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1592.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1628.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1664.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1700.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1736.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1772.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1808.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1844.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1880.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1916.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1952.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 1988.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
[paragraph, [373.0, 2024.0, 1132.0, 36.0], shoonya_0sW0U66H6PN4E9, 5733614]
