[1296, 944]
[chapter-title, [278.0, 70.0, 264.0, 30.0], shoonya_12s561YND7GPQD, 5776026]
[paragraph, [96.0, 108.0, 637.0, 18.0], shoonya_4s63ZKVMNO2BND, 5776026]
[paragraph, [96.0, 126.0, 637.0, 18.0], shoonya_4s63ZKVMNO2BND, 5776026]
[paragraph, [96.0, 144.0, 637.0, 18.0], shoonya_4s63ZKVMNO2BND, 5776026]
[paragraph, [97.0, 158.0, 632.0, 18.0], uy3iRfufPJ, 5776026]
[paragraph, [97.0, 176.0, 632.0, 18.0], uy3iRfufPJ, 5776026]
[paragraph, [97.0, 194.0, 632.0, 18.0], uy3iRfufPJ, 5776026]
[paragraph, [97.0, 212.0, 632.0, 18.0], uy3iRfufPJ, 5776026]
[paragraph, [99.0, 237.0, 632.0, 18.0], shoonya_3sNDTJ9U8IFDBY, 5776026]
[paragraph, [99.0, 255.0, 632.0, 18.0], shoonya_3sNDTJ9U8IFDBY, 5776026]
[paragraph, [99.0, 273.0, 632.0, 18.0], shoonya_3sNDTJ9U8IFDBY, 5776026]
[paragraph, [99.0, 291.0, 632.0, 18.0], shoonya_3sNDTJ9U8IFDBY, 5776026]
[paragraph, [99.0, 309.0, 632.0, 18.0], shoonya_3sNDTJ9U8IFDBY, 5776026]
[paragraph, [101.0, 337.0, 629.0, 18.0], shoonya_6sKTX3P06X9DUG, 5776026]
[paragraph, [101.0, 355.0, 629.0, 18.0], shoonya_6sKTX3P06X9DUG, 5776026]
[paragraph, [102.0, 386.0, 623.0, 18.0], shoonya_9sSK6S74OWSVWS, 5776026]
[paragraph, [102.0, 404.0, 623.0, 18.0], shoonya_9sSK6S74OWSVWS, 5776026]
[paragraph, [101.0, 436.0, 628.0, 18.0], shoonya_7s2ZS7LQ3UGD2P, 5776026]
[paragraph, [101.0, 454.0, 628.0, 18.0], shoonya_7s2ZS7LQ3UGD2P, 5776026]
[paragraph, [103.0, 488.0, 624.0, 18.0], shoonya_5sISQ8K6F84MBU, 5776026]
[paragraph, [103.0, 506.0, 624.0, 18.0], shoonya_5sISQ8K6F84MBU, 5776026]
[paragraph, [103.0, 539.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 557.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 575.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 593.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 611.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 629.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [103.0, 647.0, 629.0, 18.0], shoonya_0sA38OP8CE7EGU, 5776026]
[paragraph, [104.0, 670.0, 629.0, 18.0], shoonya_1sCYT1SYPU1KGT, 5776026]
[paragraph, [104.0, 688.0, 629.0, 18.0], shoonya_1sCYT1SYPU1KGT, 5776026]
[paragraph, [104.0, 706.0, 629.0, 18.0], shoonya_1sCYT1SYPU1KGT, 5776026]
[paragraph, [104.0, 724.0, 629.0, 18.0], shoonya_1sCYT1SYPU1KGT, 5776026]
[paragraph, [106.0, 743.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 761.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 779.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 797.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 815.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 833.0, 630.0, 18.0], shoonya_13s0YSBDYX56N7, 5776026]
[paragraph, [106.0, 853.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 871.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 889.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 907.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 925.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 943.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 961.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [106.0, 979.0, 629.0, 18.0], shoonya_2sFJTA1H1XMV98, 5776026]
[paragraph, [107.0, 1008.0, 630.0, 18.0], shoonya_8s5NOUF8J1KCZA, 5776026]
[paragraph, [107.0, 1026.0, 630.0, 18.0], shoonya_8s5NOUF8J1KCZA, 5776026]
[paragraph, [107.0, 1044.0, 630.0, 18.0], shoonya_8s5NOUF8J1KCZA, 5776026]
[paragraph, [106.0, 1063.0, 631.0, 18.0], shoonya_10sYN91F6M3UDR, 5776026]
[paragraph, [106.0, 1081.0, 631.0, 18.0], shoonya_10sYN91F6M3UDR, 5776026]
