[3508, 2481]
[section-title, [833.0, 88.0, 798.0, 93.0], 9RbbC9DGpB, 6515979]
[folio, [622.0, 337.0, 1244.0, 52.5], 5ulDkdWc5S, 6515979]
[folio, [622.0, 389.5, 1244.0, 52.5], 5ulDkdWc5S, 6515979]
[dateline, [199.0, 583.0, 437.0, 52.5], gOoVxXOYNV, 6515979]
[paragraph, [192.0, 852.0, 299.0, 52.5], DgdfUluY_s, 6515979]
[paragraph, [180.0, 967.0, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [180.0, 1019.5, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [180.0, 1072.0, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [180.0, 1124.5, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [180.0, 1177.0, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [180.0, 1229.5, 2116.0, 52.5], H0X7gnzTjg, 6515979]
[paragraph, [199.0, 1339.0, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1391.5, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1444.0, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1496.5, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1549.0, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1601.5, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [199.0, 1654.0, 2081.0, 52.5], HZhHgwCZnj, 6515979]
[paragraph, [192.0, 1803.0, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 1855.5, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 1908.0, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 1960.5, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 2013.0, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 2065.5, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 2118.0, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[paragraph, [192.0, 2170.5, 2112.0, 52.5], LaD0Pny0_l, 6515979]
[ordered-list, [276.0, 2283.0, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2335.5, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2388.0, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2440.5, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2493.0, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2545.5, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2598.0, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2650.5, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2703.0, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[ordered-list, [276.0, 2755.5, 1997.0, 52.5], 1Z1bNNYFQV, 6515979]
[paragraph, [172.0, 2886.0, 2093.0, 52.5], 7Zbia8387c, 6515979]
[paragraph, [172.0, 2938.5, 2093.0, 52.5], 7Zbia8387c, 6515979]
[paragraph, [172.0, 2991.0, 2093.0, 52.5], 7Zbia8387c, 6515979]
[paragraph, [172.0, 3043.5, 2093.0, 52.5], 7Zbia8387c, 6515979]
[paragraph, [188.0, 3181.0, 2093.0, 52.5], 9DthOjy8Fn, 6515979]
[paragraph, [188.0, 3233.5, 2093.0, 52.5], 9DthOjy8Fn, 6515979]
[paragraph, [188.0, 3286.0, 2093.0, 52.5], 9DthOjy8Fn, 6515979]
[paragraph, [188.0, 3338.5, 2093.0, 52.5], 9DthOjy8Fn, 6515979]
