[1448, 2048]
[section-title, [120.0, 171.0, 1677.0, 30.0], shoonya_3sUQDEREIRMXWB, 6473832]
[section-title, [120.0, 201.0, 1677.0, 30.0], shoonya_3sUQDEREIRMXWB, 6473832]
[section-title, [120.0, 231.0, 1677.0, 30.0], shoonya_3sUQDEREIRMXWB, 6473832]
[paragraph, [122.0, 299.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 317.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 335.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 353.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 371.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 389.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 407.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[paragraph, [122.0, 425.0, 1804.0, 18.0], _YKfdj9UZp, 6473832]
[unordered-list, [132.0, 455.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 473.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 491.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 509.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 527.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 545.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 563.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 581.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 599.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 617.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 635.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 653.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 671.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 689.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 707.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 725.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 743.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 761.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 779.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 797.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 815.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 833.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 851.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 869.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 887.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 905.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 923.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 941.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 959.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 977.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 995.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1013.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1031.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1049.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1067.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1085.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1103.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1121.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1139.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1157.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[unordered-list, [132.0, 1175.0, 1797.0, 18.0], shoonya_1s7W32MSVSVVVQ, 6473832]
[footnote, [335.0, 1233.0, 1400.0, 18.0], XoKa7ii4hI, 6473832]
[footnote, [335.0, 1251.0, 1400.0, 18.0], XoKa7ii4hI, 6473832]
[footnote, [335.0, 1269.0, 1400.0, 18.0], XoKa7ii4hI, 6473832]
[folio, [486.0, 1294.0, 822.0, 18.0], shoonya_0sLR87B43NOBRT, 6473832]
