[1050, 887]
[section-title, [178.0, 82.0, 468.0, 30.0], shoonya_5sD8CLM61FI0IE, 5779744]
[paragraph, [176.0, 163.0, 218.0, 18.0], shoonya_3sTIMO6VGBDDI6, 5779744]
[paragraph, [486.0, 163.0, 291.0, 18.0], shoonya_1sLSQ84PW4O0XP, 5779744]
[paragraph, [486.0, 181.0, 291.0, 18.0], shoonya_1sLSQ84PW4O0XP, 5779744]
[paragraph, [486.0, 199.0, 291.0, 18.0], shoonya_1sLSQ84PW4O0XP, 5779744]
[paragraph, [176.0, 182.0, 262.0, 18.0], shoonya_16sRXIRBIMNR9V, 5779744]
[paragraph, [177.0, 206.0, 136.0, 18.0], shoonya_8s3C1H1UJ4YH52, 5779744]
[paragraph, [181.0, 220.0, 281.0, 18.0], shoonya_10sZTVEQKDMAJ9, 5779744]
[paragraph, [485.0, 227.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [485.0, 245.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [485.0, 263.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [485.0, 281.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [485.0, 299.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [485.0, 317.0, 291.0, 18.0], shoonya_0s0VMI8QOXVMDD, 5779744]
[paragraph, [178.0, 245.0, 284.0, 18.0], shoonya_21sSUZVQ10OUB7, 5779744]
[paragraph, [175.0, 260.0, 167.0, 18.0], 4axqqI_wwS, 5779744]
[paragraph, [177.0, 286.0, 285.0, 18.0], shoonya_24sUVZDU1HKZJY, 5779744]
[paragraph, [177.0, 304.0, 285.0, 18.0], shoonya_24sUVZDU1HKZJY, 5779744]
[paragraph, [177.0, 333.0, 285.0, 18.0], shoonya_27s322CXC13T2K, 5779744]
[paragraph, [177.0, 351.0, 285.0, 18.0], shoonya_27s322CXC13T2K, 5779744]
[paragraph, [492.0, 335.0, 283.0, 18.0], shoonya_7sIB2MNSNAD5BL, 5779744]
[paragraph, [492.0, 353.0, 283.0, 18.0], shoonya_7sIB2MNSNAD5BL, 5779744]
[paragraph, [173.0, 379.0, 288.0, 18.0], shoonya_18s86S3F70KVCM, 5779744]
[paragraph, [173.0, 397.0, 288.0, 18.0], shoonya_18s86S3F70KVCM, 5779744]
[paragraph, [490.0, 381.0, 287.0, 18.0], shoonya_4sCAHNHKU2U01L, 5779744]
[paragraph, [490.0, 399.0, 287.0, 18.0], shoonya_4sCAHNHKU2U01L, 5779744]
[paragraph, [490.0, 417.0, 287.0, 18.0], shoonya_4sCAHNHKU2U01L, 5779744]
[paragraph, [174.0, 419.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [174.0, 437.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [174.0, 455.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [174.0, 473.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [174.0, 491.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [174.0, 509.0, 288.0, 18.0], shoonya_2sL82FXALJWXES, 5779744]
[paragraph, [491.0, 443.0, 191.0, 18.0], shoonya_9sI7FKH5PM5PN0, 5779744]
[paragraph, [491.0, 466.0, 282.0, 18.0], shoonya_20sABQ1KQOFQ10, 5779744]
[paragraph, [491.0, 484.0, 282.0, 18.0], shoonya_20sABQ1KQOFQ10, 5779744]
[paragraph, [491.0, 502.0, 284.0, 18.0], shoonya_11s6VMZE4E6I2G, 5779744]
[paragraph, [491.0, 535.0, 284.0, 18.0], shoonya_6s15T8REDI3VWT, 5779744]
[paragraph, [16.0, 561.0, 455.0, 18.0], shoonya_25sJAN8PB931S7, 5779744]
[paragraph, [16.0, 579.0, 455.0, 18.0], shoonya_25sJAN8PB931S7, 5779744]
[paragraph, [16.0, 597.0, 455.0, 18.0], shoonya_25sJAN8PB931S7, 5779744]
[paragraph, [491.0, 569.0, 283.0, 18.0], shoonya_14s0PPQGPP3HDP, 5779744]
[paragraph, [492.0, 601.0, 278.0, 18.0], shoonya_12sHEB6Z52AP1T, 5779744]
[folio, [176.0, 692.0, 133.0, 18.0], 7gw_37HZvh, 5779744]
[contact-info, [170.0, 962.0, 409.0, 18.0], yqA3txpPvS, 5779744]
[contact-info, [175.0, 1018.0, 235.0, 18.0], shoonya_22sM6OBZ712XPG, 5779744]
