[1625, 1211]
[headline, [328.0, 79.0, 557.0, 37.5], shoonya_0sASD3839NUTCK, 5742415]
[paragraph, [63.0, 144.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 180.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 216.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 252.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 288.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 324.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 360.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 396.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 432.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 468.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 504.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 540.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 576.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 612.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 648.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 684.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [63.0, 720.0, 353.0, 36.0], shoonya_1sVVLDOPQLSQ1O, 5742415]
[paragraph, [427.0, 146.0, 337.0, 36.0], KD1ADlGraa, 5742415]
[paragraph, [427.0, 182.0, 337.0, 36.0], KD1ADlGraa, 5742415]
[paragraph, [427.0, 218.0, 337.0, 36.0], KD1ADlGraa, 5742415]
[paragraph, [427.0, 254.0, 337.0, 36.0], KD1ADlGraa, 5742415]
[paragraph, [792.0, 151.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 187.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 223.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 259.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 295.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 331.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [792.0, 367.0, 340.0, 36.0], shoonya_4sI6H7IHA60QNU, 5742415]
[paragraph, [426.0, 302.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 338.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 374.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 410.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 446.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 482.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 518.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 554.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 590.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 626.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 662.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 698.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [426.0, 734.0, 344.0, 36.0], P4YqiSnMdS, 5742415]
[paragraph, [790.0, 435.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 471.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 507.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 543.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 579.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 615.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [790.0, 651.0, 343.0, 36.0], uwFYDILa0j, 5742415]
[paragraph, [789.0, 715.0, 350.0, 36.0], m8eXgOZOS9, 5742415]
[paragraph, [789.0, 751.0, 350.0, 36.0], m8eXgOZOS9, 5742415]
[paragraph, [622.0, 801.0, 520.0, 36.0], fC3BcwIGkC, 5742415]
[paragraph, [622.0, 837.0, 520.0, 36.0], fC3BcwIGkC, 5742415]
[paragraph, [622.0, 873.0, 520.0, 36.0], fC3BcwIGkC, 5742415]
[paragraph, [57.0, 802.0, 535.0, 36.0], nrdQXYAzsK, 5742415]
[paragraph, [57.0, 838.0, 535.0, 36.0], nrdQXYAzsK, 5742415]
[paragraph, [57.0, 874.0, 535.0, 36.0], nrdQXYAzsK, 5742415]
[paragraph, [792.0, 943.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 979.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1015.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1051.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1087.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1123.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1159.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1195.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [792.0, 1231.0, 347.0, 36.0], PkqaqKQJ-e, 5742415]
[paragraph, [69.0, 944.0, 346.0, 36.0], 7h3MaYpA1R, 5742415]
[paragraph, [69.0, 980.0, 346.0, 36.0], 7h3MaYpA1R, 5742415]
[paragraph, [69.0, 1016.0, 346.0, 36.0], 7h3MaYpA1R, 5742415]
[paragraph, [69.0, 1052.0, 346.0, 36.0], 7h3MaYpA1R, 5742415]
[sub-section-title, [459.0, 944.0, 326.0, 36.0], ErUCwWHVN9, 5742415]
[paragraph, [424.0, 1018.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1054.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1090.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1126.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1162.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1198.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1234.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1270.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1306.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1342.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1378.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1414.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [424.0, 1450.0, 364.0, 36.0], TfzWuI38n-, 5742415]
[paragraph, [80.0, 1115.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1151.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1187.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1223.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1259.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1295.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1331.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1367.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1403.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [80.0, 1439.0, 338.0, 36.0], pRoDnX2jnv, 5742415]
[paragraph, [795.0, 1290.0, 340.0, 36.0], EDJKSPozZ_, 5742415]
[paragraph, [795.0, 1326.0, 340.0, 36.0], EDJKSPozZ_, 5742415]
[paragraph, [795.0, 1362.0, 340.0, 36.0], EDJKSPozZ_, 5742415]
[paragraph, [795.0, 1398.0, 340.0, 36.0], EDJKSPozZ_, 5742415]
[paragraph, [795.0, 1434.0, 340.0, 36.0], EDJKSPozZ_, 5742415]
