[1425, 1088]
[section-title, [203.0, 124.0, 483.0, 30.0], shoonya_0sRNPKG2DJVBT8, 5759427]
[unordered-list, [137.0, 177.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 195.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 213.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 231.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 249.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 267.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 285.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 303.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 321.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[unordered-list, [137.0, 339.0, 744.0, 18.0], shoonya_8s0R1RHA0ZZ2RK, 5759427]
[section-title, [205.0, 395.0, 779.0, 30.0], dVy-sOHXNe, 5759427]
[section-title, [205.0, 425.0, 779.0, 30.0], dVy-sOHXNe, 5759427]
[section-title, [677.0, 485.0, 186.0, 30.0], 2f2QZffg8i, 5759427]
[section-title, [257.0, 486.0, 175.0, 30.0], 9_6ER67PD4, 5759427]
[unordered-list, [149.0, 526.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 544.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 562.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 580.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 598.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 616.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 634.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 652.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 670.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 688.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 706.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [149.0, 724.0, 363.0, 18.0], GuorF7tL4D, 5759427]
[unordered-list, [557.0, 530.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 548.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 566.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 584.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 602.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 620.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 638.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 656.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 674.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 692.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 710.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 728.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 746.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 764.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 782.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 800.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 818.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 836.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 854.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 872.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 890.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 908.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 926.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 944.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 962.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 980.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 998.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 1016.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[unordered-list, [557.0, 1034.0, 428.0, 18.0], hvtYnmQTLh, 5759427]
[section-title, [259.0, 781.0, 178.0, 30.0], bbuiZt3o5b, 5759427]
[unordered-list, [146.0, 821.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 839.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 857.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 875.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 893.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 911.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 929.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 947.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 965.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 983.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1001.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1019.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1037.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1055.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1073.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1091.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1109.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1127.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[unordered-list, [146.0, 1145.0, 403.0, 18.0], f_TVktkhpa, 5759427]
[paragraph, [143.0, 1203.0, 843.0, 18.0], shoonya_7s1TJWW24863SZ, 5759427]
[paragraph, [143.0, 1221.0, 843.0, 18.0], shoonya_7s1TJWW24863SZ, 5759427]
[paragraph, [143.0, 1239.0, 843.0, 18.0], shoonya_7s1TJWW24863SZ, 5759427]
[paragraph, [143.0, 1257.0, 843.0, 18.0], shoonya_7s1TJWW24863SZ, 5759427]
[paragraph, [143.0, 1275.0, 843.0, 18.0], shoonya_7s1TJWW24863SZ, 5759427]
[folio, [824.0, 1347.0, 158.0, 18.0], shoonya_1s8PRW04DAIL4G, 5759427]
