[1754, 1241]
[section-title, [312.0, 322.0, 586.0, 49.5], shoonya_2s1IFWGO47H0DT, 5715764]
[section-title, [312.0, 371.5, 586.0, 49.5], shoonya_2s1IFWGO47H0DT, 5715764]
[paragraph, [265.0, 439.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 475.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 511.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 547.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 583.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 619.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 655.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 691.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 727.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 763.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 799.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 835.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 871.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 907.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 943.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 979.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1015.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1051.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1087.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1123.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1159.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1195.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1231.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1267.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1303.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1339.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1375.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
[paragraph, [265.0, 1411.0, 699.0, 36.0], shoonya_0s0PTQZK0MF1Y6, 5715764]
