[1754, 1241]
[section-title, [682.0, 101.0, 415.0, 49.5], shoonya_4s57YS6TNTMLLL, 5715331]
[section-title, [682.0, 150.5, 415.0, 49.5], shoonya_4s57YS6TNTMLLL, 5715331]
[unordered-list, [682.0, 251.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 287.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 323.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 359.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 395.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 431.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 467.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 503.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 539.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 575.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 611.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 647.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 683.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 719.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 755.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 791.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 827.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 863.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 899.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[unordered-list, [682.0, 935.0, 431.0, 36.0], shoonya_1sG4VKIHO7SAWU, 5715331]
[section-title, [683.0, 1012.0, 411.0, 49.5], shoonya_5sJBLG878ZH6H8, 5715331]
[unordered-list, [682.0, 1106.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1142.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1178.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1214.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1250.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1286.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1322.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1358.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1394.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1430.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1466.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1502.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1538.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
[unordered-list, [682.0, 1574.0, 443.0, 36.0], shoonya_0s6Y3IOZB47PWL, 5715331]
