[842, 595]
[folio, [214.0, 129.0, 231.0, 18.0], 4gihEDB361, 6513594]
[paragraph, [130.0, 161.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 179.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 197.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 215.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 233.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 251.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 269.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[paragraph, [130.0, 287.0, 327.0, 18.0], shoonya_0sUM1RDPY9BKPS, 6513594]
[reference, [130.0, 332.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 350.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 368.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 386.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 404.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 422.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 440.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 458.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 476.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 494.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 512.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 530.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 548.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 566.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 584.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 602.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
[reference, [130.0, 620.0, 329.0, 18.0], shoonya_2sD93MP5TLB2TW, 6513594]
