[992, 610]
[section-title, [227.0, 67.0, 167.0, 30.0], shoonya_0s0WSWYYLCG8ZU, 5756562]
[section-title, [227.0, 97.0, 167.0, 30.0], shoonya_0s0WSWYYLCG8ZU, 5756562]
[folio, [376.0, 122.0, 134.0, 18.0], shoonya_8sW7NZF7T5M8J5, 5756562]
[ordered-list, [73.0, 187.0, 482.0, 18.0], shoonya_7sJCL504LGEWGL, 5756562]
[ordered-list, [73.0, 205.0, 482.0, 18.0], shoonya_7sJCL504LGEWGL, 5756562]
[ordered-list, [73.0, 223.0, 482.0, 18.0], shoonya_7sJCL504LGEWGL, 5756562]
[ordered-list, [73.0, 241.0, 482.0, 18.0], shoonya_7sJCL504LGEWGL, 5756562]
[ordered-list, [73.0, 259.0, 482.0, 18.0], shoonya_7sJCL504LGEWGL, 5756562]
[paragraph, [71.0, 282.0, 480.0, 18.0], SJmkmuJxeh, 5756562]
[paragraph, [71.0, 300.0, 480.0, 18.0], SJmkmuJxeh, 5756562]
[paragraph, [71.0, 318.0, 480.0, 18.0], SJmkmuJxeh, 5756562]
[paragraph, [71.0, 336.0, 480.0, 18.0], SJmkmuJxeh, 5756562]
[paragraph, [71.0, 354.0, 480.0, 18.0], SJmkmuJxeh, 5756562]
[paragraph, [103.0, 380.0, 336.0, 18.0], -3fnXLxeH1, 5756562]
[sub-ordered-list, [70.0, 401.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 419.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 437.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 455.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 473.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 491.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 509.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 527.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 545.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[sub-ordered-list, [70.0, 563.0, 482.0, 18.0], 26gTvvaFYI, 5756562]
[ordered-list, [64.0, 402.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 420.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 438.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 456.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 474.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 492.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 510.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 528.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 546.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 564.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 582.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 600.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 618.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 636.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 654.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 672.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
[ordered-list, [64.0, 690.0, 511.0, 18.0], 1anM6B-cd0, 5756562]
