[2067, 1567]
[folio, [1110.0, 190.0, 265.0, 36.0], lrhn7iW2Yo, 5736039]
[folio, [190.0, 195.0, 128.0, 36.0], IfpU1frjwK, 5736039]
[paragraph, [1059.0, 249.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 285.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 321.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 357.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 393.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 429.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 465.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 501.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 537.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [1059.0, 573.0, 314.0, 36.0], shoonya_1sG9E68Z7V5WPR, 5736039]
[paragraph, [186.0, 252.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 288.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 324.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 360.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 396.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 432.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [186.0, 468.0, 584.0, 36.0], pWvEZ4YCke, 5736039]
[paragraph, [190.0, 521.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 557.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 593.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 629.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 665.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 701.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 737.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 773.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 809.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 845.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 881.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 917.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [190.0, 953.0, 580.0, 36.0], 5jNVOn7CYK, 5736039]
[paragraph, [790.0, 651.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 687.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 723.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 759.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 795.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 831.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 867.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 903.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 939.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[paragraph, [790.0, 975.0, 584.0, 36.0], shoonya_9s7ENUSIAZNAQN, 5736039]
[sidebar, [1398.0, 966.0, 160.0, 36.0], 0wODVBsjSA, 5736039]
[paragraph, [190.0, 1000.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1036.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1072.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1108.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1144.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1180.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [190.0, 1216.0, 580.0, 36.0], 8YSPK1izU6, 5736039]
[paragraph, [794.0, 1047.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1083.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1119.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1155.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1191.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1227.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1263.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1299.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1335.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1371.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1407.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1443.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[paragraph, [794.0, 1479.0, 572.0, 36.0], 1J8pVT0PSj, 5736039]
[author, [346.0, 1270.0, 426.0, 36.0], f63vq1GZmp, 5736039]
[section-title, [193.0, 1356.0, 291.0, 52.5], shoonya_14sP3NU2ROOHH7, 5736039]
[paragraph, [183.0, 1497.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1533.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1569.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1605.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1641.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1677.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1713.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [183.0, 1749.0, 595.0, 36.0], bTBqUPwpGv, 5736039]
[paragraph, [784.0, 1537.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1573.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1609.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1645.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1681.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1717.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[paragraph, [784.0, 1753.0, 580.0, 36.0], XVoHWzMIXM, 5736039]
[folio, [185.0, 1824.0, 234.0, 36.0], GcyhgL7lfU, 5736039]
