[2337, 1642]
[paragraph, [144.0, 159.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 195.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 231.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 267.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 303.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 339.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 375.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 411.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 447.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 483.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 519.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 555.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 591.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 627.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 663.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 699.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 735.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 771.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 807.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 843.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 879.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 915.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 951.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 987.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1023.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1059.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1095.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1131.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1167.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1203.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1239.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1275.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1311.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1347.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1383.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1419.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1455.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1491.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1527.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1563.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1599.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
