[2200, 1700]
[paragraph, [338.0, 42.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 78.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 114.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 150.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 186.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 222.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 258.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 294.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 330.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 366.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 402.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 438.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 474.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 510.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 546.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 582.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 618.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 654.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 690.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 726.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 762.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 798.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 834.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 870.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 906.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 942.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 978.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 1014.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 1050.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 1086.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [338.0, 1122.0, 1090.0, 36.0], shoonya_1sHXRGX7TTOAN4, 5730810]
[paragraph, [340.0, 1182.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1218.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1254.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1290.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1326.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1362.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1398.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1434.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1470.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1506.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[paragraph, [340.0, 1542.0, 1081.0, 36.0], shoonya_0sS4441OLCB5I2, 5730810]
[footnote, [339.0, 1592.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1628.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1664.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1700.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1736.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1772.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1808.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1844.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[footnote, [339.0, 1880.0, 1090.0, 36.0], Zla7WZQ0CM, 5730810]
[folio, [341.0, 2004.0, 358.0, 36.0], 48JHlLetGn, 5730810]
