[842, 596]
[paragraph, [65.0, 109.0, 343.0, 18.0], CsVVWE7BWw, 6461054]
[unordered-list, [65.0, 131.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 149.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 167.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 185.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 203.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 221.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 239.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 257.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 275.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 293.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 311.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 329.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 347.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 365.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 383.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 401.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 419.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 437.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 455.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 473.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 491.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[unordered-list, [65.0, 509.0, 474.0, 18.0], shoonya_0s1VQZURFR90XN, 6461054]
[sub-unordered-list, [96.0, 150.0, 341.0, 18.0], 8Q13FrCDqe, 6461054]
[sub-unordered-list, [96.0, 168.0, 341.0, 18.0], 8Q13FrCDqe, 6461054]
[sub-unordered-list, [96.0, 186.0, 341.0, 18.0], 8Q13FrCDqe, 6461054]
[sub-unordered-list, [98.0, 226.0, 430.0, 18.0], F3a-y7kY7-, 6461054]
[sub-unordered-list, [98.0, 244.0, 430.0, 18.0], F3a-y7kY7-, 6461054]
[sub-unordered-list, [98.0, 262.0, 430.0, 18.0], F3a-y7kY7-, 6461054]
[sub-unordered-list, [90.0, 310.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 328.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 346.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 364.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 382.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 400.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 418.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 436.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 454.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 472.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 490.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[sub-unordered-list, [90.0, 508.0, 438.0, 18.0], 8xV8OOfJMU, 6461054]
[ordered-list, [91.0, 563.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[ordered-list, [91.0, 581.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[ordered-list, [91.0, 599.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[ordered-list, [91.0, 617.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[ordered-list, [91.0, 635.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[ordered-list, [91.0, 653.0, 217.0, 18.0], 16uecmMuj-, 6461054]
[folio, [65.0, 741.0, 67.0, 18.0], 7i7bKSrF7C, 6461054]
