[1806, 1262]
[folio, [146.0, 98.0, 514.0, 36.0], shoonya_1s7V32SC2IN9HH, 5681879]
[paragraph, [655.0, 168.0, 505.0, 36.0], shoonya_7sN0IAYL89HNGU, 5681879]
[paragraph, [655.0, 204.0, 505.0, 36.0], shoonya_7sN0IAYL89HNGU, 5681879]
[paragraph, [97.0, 173.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 209.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 245.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 281.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 317.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 353.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 389.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 425.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 461.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 497.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 533.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 569.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 605.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 641.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 677.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 713.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 749.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 785.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 821.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 857.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [97.0, 893.0, 506.0, 36.0], shoonya_3sT5TXGXKG8WOQ, 5681879]
[paragraph, [648.0, 255.0, 512.0, 36.0], shoonya_8sGF5T04ZUV3PY, 5681879]
[paragraph, [648.0, 291.0, 512.0, 36.0], shoonya_8sGF5T04ZUV3PY, 5681879]
[paragraph, [645.0, 364.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 400.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 436.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 472.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 508.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 544.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 580.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 616.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 652.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 688.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 724.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 760.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 796.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [645.0, 832.0, 518.0, 36.0], HhL9hnnWfJ, 5681879]
[paragraph, [648.0, 876.0, 514.0, 36.0], _2_XOW0Lgk, 5681879]
[paragraph, [648.0, 912.0, 514.0, 36.0], _2_XOW0Lgk, 5681879]
[paragraph, [648.0, 948.0, 514.0, 36.0], _2_XOW0Lgk, 5681879]
[paragraph, [648.0, 984.0, 514.0, 36.0], _2_XOW0Lgk, 5681879]
[paragraph, [648.0, 1020.0, 514.0, 36.0], _2_XOW0Lgk, 5681879]
[paragraph, [97.0, 947.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [97.0, 983.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [97.0, 1019.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [97.0, 1055.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [97.0, 1091.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [97.0, 1127.0, 506.0, 36.0], shoonya_4sQNP89M3PTSEN, 5681879]
[paragraph, [649.0, 1094.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [649.0, 1130.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [649.0, 1166.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [649.0, 1202.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [649.0, 1238.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [649.0, 1274.0, 511.0, 36.0], INkk3UUBbM, 5681879]
[paragraph, [98.0, 1202.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [98.0, 1238.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [98.0, 1274.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [98.0, 1310.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [98.0, 1346.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [98.0, 1382.0, 506.0, 36.0], shoonya_5s4IOR0MTS8EII, 5681879]
[paragraph, [648.0, 1343.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1379.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1415.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1451.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1487.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1523.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1559.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1595.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1631.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [648.0, 1667.0, 515.0, 36.0], 2rco7fVyB3, 5681879]
[paragraph, [98.0, 1455.0, 507.0, 36.0], shoonya_6s3XWC2ME6N5KQ, 5681879]
[paragraph, [98.0, 1491.0, 507.0, 36.0], shoonya_6s3XWC2ME6N5KQ, 5681879]
[paragraph, [98.0, 1527.0, 507.0, 36.0], shoonya_6s3XWC2ME6N5KQ, 5681879]
[paragraph, [98.0, 1563.0, 507.0, 36.0], shoonya_6s3XWC2ME6N5KQ, 5681879]
[paragraph, [98.0, 1599.0, 507.0, 36.0], shoonya_6s3XWC2ME6N5KQ, 5681879]
