[911, 559]
[chapter-title, [171.0, 11.0, 244.0, 30.0], shoonya_0sPKDSHK7SSOJX, 5776412]
[paragraph, [22.0, 42.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 60.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 78.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 96.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 114.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 132.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 150.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 168.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 186.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 204.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 222.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [22.0, 240.0, 518.0, 18.0], 4xFvC_3a91, 5776412]
[paragraph, [20.0, 262.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 280.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 298.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 316.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 334.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 352.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 370.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 388.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 406.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 424.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [20.0, 442.0, 522.0, 18.0], VQxVTJzfkm, 5776412]
[paragraph, [16.0, 456.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 474.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 492.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 510.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 528.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 546.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 564.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 582.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 600.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 618.0, 528.0, 18.0], 8WWiAhhVFB, 5776412]
[paragraph, [16.0, 649.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 667.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 685.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 703.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 721.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 739.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 757.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 775.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 793.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 811.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [16.0, 829.0, 530.0, 18.0], 3KsJICnQwT, 5776412]
[paragraph, [26.0, 853.0, 533.0, 18.0], Rtg3-bv9mX, 5776412]
