[1468, 909]
[folio, [388.0, 83.0, 138.0, 18.0], shoonya_1s7HL5SYC6ALM1, 5770245]
[paragraph, [443.0, 135.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 153.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 171.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 189.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 207.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 225.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 243.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 261.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 279.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 297.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 315.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 333.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 351.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 369.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 387.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 405.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 423.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 441.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 459.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 477.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 495.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 513.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 531.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 549.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 567.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 585.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 603.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 621.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 639.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 657.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 675.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 693.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 711.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 729.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 747.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 765.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 783.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 801.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 819.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 837.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 855.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 873.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 891.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 909.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 927.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 945.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 963.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 981.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 999.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1017.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1035.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1053.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1071.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1089.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1107.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1125.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1143.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1161.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1179.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1197.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1215.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1233.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1251.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1269.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1287.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1305.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1323.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
