[2339, 1653]
[paragraph, [248.0, 243.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 279.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 315.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 351.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 387.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 423.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 459.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 495.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 531.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 567.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 603.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 639.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 675.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 711.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [248.0, 747.0, 1156.0, 36.0], shoonya_0s7J2AGPKLGY9D, 5687368]
[paragraph, [247.0, 801.0, 628.0, 36.0], 3VpzEXoXHI, 5687368]
[reference, [880.0, 801.0, 243.0, 36.0], 85MsR0ITkY, 5687368]
[paragraph, [251.0, 868.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 904.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 940.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 976.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 1012.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 1048.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 1084.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 1120.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[paragraph, [251.0, 1156.0, 1153.0, 36.0], shoonya_1sR9V2HYMWF38L, 5687368]
[ordered-list, [251.0, 1211.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1247.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1283.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1319.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1355.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1391.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1427.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1463.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1499.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1535.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1571.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1607.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1643.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1679.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1715.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1751.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1787.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1823.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1859.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1895.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1931.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 1967.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 2003.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
[ordered-list, [251.0, 2039.0, 1157.0, 36.0], shoonya_5sB494UBSAEPEJ, 5687368]
